#CHROM	FROM	TO	EBR
MTB_anc	1277271	1277278	0.5
MTB_anc	1277278	1277288	0.53
MTB_anc	1277288	1277290	0.5
MTB_anc	1277290	1277310	0.47
MTB_anc	1277310	1277312	0.5
MTB_anc	1277312	1277323	0.47
MTB_anc	1277323	1277329	0.5
MTB_anc	1277329	1277344	0.53
MTB_anc	1277344	1277347	0.5
MTB_anc	1277347	1277355	0.53
MTB_anc	1277355	1277375	0.5
MTB_anc	1277375	1277377	0.53
MTB_anc	1277377	1277380	0.5
MTB_anc	1277380	1277381	0.47
MTB_anc	1277381	1277382	0.5
MTB_anc	1277382	1277383	0.53
MTB_anc	1277383	1277386	0.5
MTB_anc	1277386	1277387	0.47
MTB_anc	1277387	1277416	0.5
MTB_anc	1277416	1277418	0.53
MTB_anc	1277418	1277425	0.56
MTB_anc	1277425	1277426	0.58
MTB_anc	1277426	1277429	0.61
MTB_anc	1277429	1277434	0.64
MTB_anc	1277434	1277439	0.67
MTB_anc	1277439	1277442	0.69
MTB_anc	1277442	1277446	0.72
MTB_anc	1277446	1277459	0.75
MTB_anc	1277459	1277464	0.72
MTB_anc	1277464	1277468	0.69
MTB_anc	1277468	1277490	0.72
MTB_anc	1277490	1277492	0.69
MTB_anc	1277492	1277500	0.75
MTB_anc	1277500	1277510	0.78
MTB_anc	1277510	1277526	0.75
MTB_anc	1277526	1277534	0.72
MTB_anc	1277534	1277541	0.75
MTB_anc	1277541	1277544	0.78
MTB_anc	1277544	1277546	0.81
MTB_anc	1277546	1277548	0.83
MTB_anc	1277548	1277550	0.81
MTB_anc	1277550	1277551	0.83
MTB_anc	1277551	1277556	0.81
MTB_anc	1277556	1277595	0.83
MTB_anc	1277595	1277870	0.86
MTB_anc	1277870	1277871	0.97
MTB_anc	1277871	1277927	0.86
MTB_anc	1277927	1277971	0.83
MTB_anc	1277971	1277977	0.86
MTB_anc	1277977	1278006	0.89
MTB_anc	1278006	1278022	0.86
MTB_anc	1278022	1278026	0.83
MTB_anc	1278026	1278039	0.86
MTB_anc	1278039	1278041	0.83
MTB_anc	1278041	1278059	0.86
MTB_anc	1278059	1278076	0.83
MTB_anc	1278076	1278099	0.81
MTB_anc	1278099	1278110	0.78
MTB_anc	1278110	1278112	0.75
MTB_anc	1278112	1278113	0.72
MTB_anc	1278113	1278121	0.69
MTB_anc	1278121	1278124	0.67
MTB_anc	1278124	1278146	0.64
MTB_anc	1278146	1278147	0.67
MTB_anc	1278147	1278149	0.64
MTB_anc	1278149	1278150	0.58
MTB_anc	1278150	1278153	0.61
MTB_anc	1278153	1278165	0.58
MTB_anc	1278165	1278172	0.56
MTB_anc	1278172	1278173	0.5
MTB_anc	1278173	1278174	0.53
MTB_anc	1278174	1278178	0.5
MTB_anc	1278178	1278179	0.47
MTB_anc	1278179	1278184	0.5
MTB_anc	1278184	1278186	0.47
MTB_anc	1278186	1278187	0.5
MTB_anc	1278187	1278188	0.47
MTB_anc	1278188	1278189	0.44
MTB_anc	1278189	1278193	0.47
MTB_anc	1278193	1278196	0.5
MTB_anc	1278196	1278197	0.47
MTB_anc	1278197	1278198	0.44
MTB_anc	1278198	1278201	0.39
MTB_anc	1278201	1278202	0.36
MTB_anc	1278202	1278205	0.39
MTB_anc	1278205	1278207	0.33
MTB_anc	1278207	1278214	0.31
MTB_anc	1278214	1278216	0.33
MTB_anc	1278216	1278221	0.36
MTB_anc	1278221	1278224	0.39
MTB_anc	1278224	1278243	0.36
MTB_anc	1278243	1278244	0.33
MTB_anc	1278244	1278248	0.36
MTB_anc	1278248	1278256	0.33
MTB_anc	1278256	1278259	0.28
MTB_anc	1278259	1278260	0.25
MTB_anc	1278260	1278263	0.22
MTB_anc	1278263	1278270	0.17
MTB_anc	1278270	1278272	0.19
MTB_anc	1278272	1278278	0.17
MTB_anc	1278278	1278279	0.19
MTB_anc	1278279	1278282	0.17
MTB_anc	1278282	1278303	0.14
MTB_anc	1278303	1278307	0.11
MTB_anc	1278307	1278308	0.083
MTB_anc	1278308	1278310	0.056
MTB_anc	1278310	1278312	0.083
MTB_anc	1278312	1278323	0.11
MTB_anc	1278323	1278339	0.14
MTB_anc	1278339	1278345	0.17
MTB_anc	1278345	1278348	0.14
MTB_anc	1278348	1278360	0.11
MTB_anc	1278360	1278361	0.14
MTB_anc	1278361	1278370	0.17
MTB_anc	1278370	1278374	0.19
MTB_anc	1278374	1278375	0.17
MTB_anc	1278375	1278382	0.22
MTB_anc	1278382	1278393	0.19
MTB_anc	1278393	1278397	0.22
MTB_anc	1278397	1278403	0.25
MTB_anc	1278403	1278423	0.28
MTB_anc	1278423	1278434	0.31
MTB_anc	1278434	1278436	0.28
MTB_anc	1278436	1278437	0.25
MTB_anc	1278437	1278439	0.28
MTB_anc	1278439	1278440	0.31
MTB_anc	1278440	1278444	0.28
MTB_anc	1278444	1278446	0.31
MTB_anc	1278446	1278447	0.28
MTB_anc	1278447	1278450	0.31
MTB_anc	1278450	1278454	0.33
MTB_anc	1278454	1278457	0.36
MTB_anc	1278457	1278466	0.39
MTB_anc	1278466	1278467	0.36
MTB_anc	1278467	1278474	0.39
MTB_anc	1278474	1278477	0.44
MTB_anc	1278477	1278478	0.47
MTB_anc	1278478	1278484	0.5
MTB_anc	1278484	1278485	0.47
MTB_anc	1278485	1278488	0.5
MTB_anc	1278488	1278491	0.53
MTB_anc	1278491	1278493	0.56
MTB_anc	1278493	1278499	0.58
MTB_anc	1278499	1278500	0.61
MTB_anc	1278500	1278502	0.64
MTB_anc	1278502	1278504	0.61
MTB_anc	1278504	1278507	0.64
MTB_anc	1278507	1278509	0.67
MTB_anc	1278509	1278525	0.72
MTB_anc	1278525	1278526	0.69
MTB_anc	1278526	1278527	0.75
MTB_anc	1278527	1278529	0.78
MTB_anc	1278529	1278530	0.83
MTB_anc	1278530	1278549	0.86
MTB_anc	1278549	1278556	0.89
MTB_anc	1278556	1278584	0.92
MTB_anc	1278584	1278612	0.97
MTB_anc	1278612	1278616	0.94
MTB_anc	1278616	1278637	0.92
MTB_anc	1278637	1278671	0.94
MTB_anc	1278671	1278700	0.97
MTB_anc	1278700	1281931	1
MTB_anc	1281931	1281958	0.97
MTB_anc	1281958	1282199	1
MTB_anc	1282199	1282215	0.97
MTB_anc	1282215	1283336	1
MTB_anc	1283336	1283378	0.97
MTB_anc	1283378	1283469	1
MTB_anc	1283469	1283476	0.97
MTB_anc	1283476	1283486	1
MTB_anc	1283486	1283488	0.92
MTB_anc	1283488	1283494	0.89
MTB_anc	1283494	1283506	0.94
MTB_anc	1283506	1283513	0.92
MTB_anc	1283513	1283527	0.89
MTB_anc	1283527	1283540	0.86
MTB_anc	1283540	1283549	0.89
MTB_anc	1283549	1283551	0.92
MTB_anc	1283551	1283555	0.94
MTB_anc	1283555	1283563	0.89
MTB_anc	1283563	1283576	0.94
MTB_anc	1283576	1283593	0.97
MTB_anc	1283593	1284038	1
MTB_anc	1284038	1284049	0.97
MTB_anc	1284049	1284053	1
MTB_anc	1284053	1284057	0.97
MTB_anc	1284057	1284585	1
MTB_anc	1284585	1284587	0.97
MTB_anc	1284587	1284616	1
MTB_anc	1284616	1284617	0.97
MTB_anc	1284617	1287932	1
MTB_anc	1287932	1287933	0.97
MTB_anc	1287933	1293459	1
MTB_anc	1293459	1293464	0.97
MTB_anc	1293464	1293473	0.94
MTB_anc	1293473	1293474	0.92
MTB_anc	1293474	1293477	0.94
MTB_anc	1293477	1293479	0.92
MTB_anc	1293479	1293481	0.94
MTB_anc	1293481	1293484	0.97
MTB_anc	1293484	1299326	1
MTB_anc	1299326	1299351	0.97
MTB_anc	1299351	1304169	1
MTB_anc	1304169	1304175	0.97
MTB_anc	1304175	1305495	1
MTB_anc	1305495	1305557	0.81
MTB_anc	1305557	1305593	1
MTB_anc	1305593	1305655	0.86
MTB_anc	1305655	1308101	1
MTB_anc	1308101	1308116	0.97
MTB_anc	1308116	1308539	1
MTB_anc	1308539	1308562	0.97
MTB_anc	1308562	1313127	1
MTB_anc	1313127	1313128	0.94
MTB_anc	1313128	1313130	1
MTB_anc	1313130	1313135	0.89
MTB_anc	1313135	1313219	1
MTB_anc	1313219	1313220	0.97
MTB_anc	1313220	1313338	1
MTB_anc	1313338	1313340	0.92
MTB_anc	1313340	1313342	0.94
MTB_anc	1313342	1313345	0.97
MTB_anc	1313345	1313347	0.94
MTB_anc	1313347	1313351	0.97
MTB_anc	1313351	1313358	0.94
MTB_anc	1313358	1313369	0.97
MTB_anc	1313369	1313373	0.94
MTB_anc	1313373	1313375	1
MTB_anc	1313375	1313376	0.97
MTB_anc	1313376	1313385	0.94
MTB_anc	1313385	1313386	0.89
MTB_anc	1313386	1313387	0.94
MTB_anc	1313387	1313388	0.92
MTB_anc	1313388	1313390	0.94
MTB_anc	1313390	1313392	0.83
MTB_anc	1313392	1313393	0.86
MTB_anc	1313393	1313395	0.89
MTB_anc	1313395	1325573	1
MTB_anc	1325573	1325671	0.97
MTB_anc	1325671	1325679	1
MTB_anc	1325679	1325699	0.97
MTB_anc	1325699	1325706	1
MTB_anc	1325706	1325732	0.97
MTB_anc	1325732	1325743	1
MTB_anc	1325743	1325746	0.97
MTB_anc	1325746	1325752	1
MTB_anc	1325752	1325764	0.97
MTB_anc	1325764	1325974	1
MTB_anc	1325974	1326012	0.97
MTB_anc	1326012	1326209	1
MTB_anc	1326209	1326219	0.97
MTB_anc	1326219	1326220	1
MTB_anc	1326220	1326228	0.97
MTB_anc	1326228	1326658	1
MTB_anc	1326658	1326729	0.97
MTB_anc	1326729	1326765	1
MTB_anc	1326765	1326767	0.97
MTB_anc	1326767	1327096	1
MTB_anc	1327096	1327098	0.97
MTB_anc	1327098	1327238	1
MTB_anc	1327238	1327242	0.97
MTB_anc	1327242	1329544	1
MTB_anc	1329544	1329546	0.97
MTB_anc	1329546	1329550	1
MTB_anc	1329550	1329589	0.97
MTB_anc	1329589	1329741	1
MTB_anc	1329741	1329773	0.97
MTB_anc	1329773	1334413	1
MTB_anc	1334413	1334422	0.97
MTB_anc	1334422	1334423	1
MTB_anc	1334423	1334426	0.97
MTB_anc	1334426	1335471	1
MTB_anc	1335471	1335474	0.97
MTB_anc	1335474	1335475	0.94
MTB_anc	1335475	1335477	0.92
MTB_anc	1335477	1335480	0.89
MTB_anc	1335480	1335489	0.86
MTB_anc	1335489	1335491	0.83
MTB_anc	1335491	1335492	0.81
MTB_anc	1335492	1335497	0.78
MTB_anc	1335497	1335498	0.81
MTB_anc	1335498	1335501	0.83
MTB_anc	1335501	1335504	0.86
MTB_anc	1335504	1335508	0.89
MTB_anc	1335508	1335509	0.92
MTB_anc	1335509	1335514	0.89
MTB_anc	1335514	1335519	0.94
MTB_anc	1335519	1335546	0.97
MTB_anc	1335546	1335587	1
MTB_anc	1335587	1335593	0.97
MTB_anc	1335593	1335602	1
MTB_anc	1335602	1335603	0.97
MTB_anc	1335603	1338789	1
MTB_anc	1338789	1338836	0.97
MTB_anc	1338836	1339554	1
MTB_anc	1339554	1339648	0.97
MTB_anc	1339648	1339817	0.94
MTB_anc	1339817	1339818	0.97
MTB_anc	1339818	1339824	0.94
MTB_anc	1339824	1339861	1
MTB_anc	1339861	1339886	0.97
MTB_anc	1339886	1339966	1
MTB_anc	1339966	1339967	0.97
MTB_anc	1339967	1340135	1
MTB_anc	1340135	1340136	0.97
MTB_anc	1340136	1340256	1
MTB_anc	1340256	1340257	0.94
MTB_anc	1340257	1340274	1
MTB_anc	1340274	1340275	0.97
MTB_anc	1340275	1340653	1
MTB_anc	1340653	1340654	0.92
MTB_anc	1340654	1340657	0.97
MTB_anc	1340657	1340658	0.86
MTB_anc	1340658	1340664	0.97
MTB_anc	1340664	1340666	0.94
MTB_anc	1340666	1340667	0.97
MTB_anc	1340667	1340668	0.86
MTB_anc	1340668	1340688	1
MTB_anc	1340688	1340689	0.97
MTB_anc	1340689	1340788	1
MTB_anc	1340788	1340793	0.97
MTB_anc	1340793	1340807	1
MTB_anc	1340807	1340844	0.97
MTB_anc	1340844	1340945	1
MTB_anc	1340945	1340954	0.97
MTB_anc	1340954	1340989	1
MTB_anc	1340989	1341000	0.97
MTB_anc	1341000	1341005	1
MTB_anc	1341005	1341009	0.97
MTB_anc	1341009	1341444	1
MTB_anc	1341444	1341454	0.97
MTB_anc	1341454	1341467	0.94
MTB_anc	1341467	1341518	0.92
MTB_anc	1341518	1341532	0.89
MTB_anc	1341532	1341533	0.83
MTB_anc	1341533	1341564	0.81
MTB_anc	1341564	1341565	0.78
MTB_anc	1341565	1341566	0.72
MTB_anc	1341566	1341569	0.75
MTB_anc	1341569	1341571	0.72
MTB_anc	1341571	1341574	0.69
MTB_anc	1341574	1341583	0.67
MTB_anc	1341583	1341586	0.69
MTB_anc	1341586	1341588	0.72
MTB_anc	1341588	1341591	0.69
MTB_anc	1341591	1341592	0.67
MTB_anc	1341592	1341594	0.64
MTB_anc	1341594	1341596	0.61
MTB_anc	1341596	1341602	0.58
MTB_anc	1341602	1341603	0.56
MTB_anc	1341603	1341607	0.58
MTB_anc	1341607	1341610	0.56
MTB_anc	1341610	1341613	0.58
MTB_anc	1341613	1341615	0.56
MTB_anc	1341615	1341619	0.53
MTB_anc	1341619	1341623	0.5
MTB_anc	1341623	1341627	0.47
MTB_anc	1341627	1341633	0.44
MTB_anc	1341633	1341639	0.42
MTB_anc	1341639	1341644	0.44
MTB_anc	1341644	1341650	0.42
MTB_anc	1341650	1341656	0.39
MTB_anc	1341656	1341659	0.36
MTB_anc	1341659	1341663	0.33
MTB_anc	1341663	1341664	0.31
MTB_anc	1341664	1341666	0.28
MTB_anc	1341666	1341668	0.25
MTB_anc	1341668	1341675	0.22
MTB_anc	1341675	1341679	0.25
MTB_anc	1341679	1341687	0.22
MTB_anc	1341687	1341690	0.25
MTB_anc	1341690	1341707	0.22
MTB_anc	1341707	1341708	0.19
MTB_anc	1341708	1341719	0.17
MTB_anc	1341719	1341735	0.14
MTB_anc	1341735	1341737	0.11
MTB_anc	1341737	1341738	0.083
MTB_anc	1341738	1341756	0.056
MTB_anc	1341756	1341757	0.028
MTB_anc	1341757	1341768	0.056
MTB_anc	1341768	1341821	0.028
MTB_anc	1341821	1341911	0
MTB_anc	1341911	1341980	0.028
MTB_anc	1341980	1342170	0
MTB_anc	1342170	1342255	0.028
MTB_anc	1342255	1342273	0.056
MTB_anc	1342273	1342280	0.083
MTB_anc	1342280	1342304	0.11
MTB_anc	1342304	1342309	0.14
MTB_anc	1342309	1342317	0.17
MTB_anc	1342317	1342323	0.19
MTB_anc	1342323	1342341	0.22
MTB_anc	1342341	1342344	0.25
MTB_anc	1342344	1342346	0.22
MTB_anc	1342346	1342351	0.28
MTB_anc	1342351	1342354	0.31
MTB_anc	1342354	1342355	0.33
MTB_anc	1342355	1342359	0.36
MTB_anc	1342359	1342360	0.33
MTB_anc	1342360	1342362	0.28
MTB_anc	1342362	1342366	0.31
MTB_anc	1342366	1342371	0.36
MTB_anc	1342371	1342372	0.39
MTB_anc	1342372	1342376	0.44
MTB_anc	1342376	1342378	0.47
MTB_anc	1342378	1342382	0.44
MTB_anc	1342382	1342383	0.42
MTB_anc	1342383	1342385	0.47
MTB_anc	1342385	1342388	0.5
MTB_anc	1342388	1342389	0.53
MTB_anc	1342389	1342391	0.5
MTB_anc	1342391	1342393	0.53
MTB_anc	1342393	1342394	0.56
MTB_anc	1342394	1342395	0.58
MTB_anc	1342395	1342397	0.61
MTB_anc	1342397	1342398	0.58
MTB_anc	1342398	1342403	0.56
MTB_anc	1342403	1342405	0.58
MTB_anc	1342405	1342406	0.61
MTB_anc	1342406	1342412	0.58
MTB_anc	1342412	1342415	0.56
MTB_anc	1342415	1342417	0.58
MTB_anc	1342417	1342435	0.61
MTB_anc	1342435	1342436	0.58
MTB_anc	1342436	1342455	0.61
MTB_anc	1342455	1342469	0.64
MTB_anc	1342469	1342470	0.67
MTB_anc	1342470	1342474	0.69
MTB_anc	1342474	1342476	0.67
MTB_anc	1342476	1342480	0.72
MTB_anc	1342480	1342486	0.69
MTB_anc	1342486	1342489	0.72
MTB_anc	1342489	1342495	0.75
MTB_anc	1342495	1342496	0.78
MTB_anc	1342496	1342505	0.75
MTB_anc	1342505	1342528	0.78
MTB_anc	1342528	1342529	0.81
MTB_anc	1342529	1342552	0.83
MTB_anc	1342552	1342568	0.81
MTB_anc	1342568	1342576	0.83
MTB_anc	1342576	1342579	0.81
MTB_anc	1342579	1342590	0.83
MTB_anc	1342590	1342595	0.86
MTB_anc	1342595	1342605	0.89
MTB_anc	1342605	1342620	0.86
MTB_anc	1342620	1342652	0.89
MTB_anc	1342652	1342716	0.92
MTB_anc	1342716	1348903	1
MTB_anc	1348903	1348925	0.97
MTB_anc	1348925	1351223	1
MTB_anc	1351223	1351250	0.97
MTB_anc	1351250	1351256	1
MTB_anc	1351256	1351283	0.94
MTB_anc	1351283	1356318	1
MTB_anc	1356318	1356331	0.97
MTB_anc	1356331	1356332	1
MTB_anc	1356332	1356349	0.97
MTB_anc	1356349	1356448	1
MTB_anc	1356448	1356478	0.97
MTB_anc	1356478	1357166	1
MTB_anc	1357166	1357229	0.97
MTB_anc	1357229	1357231	1
MTB_anc	1357231	1357254	0.97
MTB_anc	1357254	1358018	1
MTB_anc	1358018	1358019	0.97
MTB_anc	1358019	1358020	1
MTB_anc	1358020	1358023	0.97
MTB_anc	1358023	1359727	1
MTB_anc	1359727	1359733	0.97
MTB_anc	1359733	1361361	1
MTB_anc	1361361	1361362	0.97
MTB_anc	1361362	1361566	1
MTB_anc	1361566	1361573	0.97
MTB_anc	1361573	1363445	1
MTB_anc	1363445	1363451	0.97
MTB_anc	1363451	1363452	0.94
MTB_anc	1363452	1363466	0.92
MTB_anc	1363466	1363468	0.94
MTB_anc	1363468	1363469	0.92
MTB_anc	1363469	1363470	0.94
MTB_anc	1363470	1363471	0.92
MTB_anc	1363471	1363472	0.89
MTB_anc	1363472	1363476	0.97
MTB_anc	1363476	1363479	0.94
MTB_anc	1363479	1363480	0.97
MTB_anc	1363480	1365811	1
MTB_anc	1365811	1365838	0.97
MTB_anc	1365838	1380518	1
MTB_anc	1380518	1380562	0.97
MTB_anc	1380562	1383338	1
MTB_anc	1383338	1383341	0.97
MTB_anc	1383341	1383342	1
MTB_anc	1383342	1383343	0.97
MTB_anc	1383343	1383348	1
MTB_anc	1383348	1383350	0.97
MTB_anc	1383350	1385065	1
MTB_anc	1385065	1385086	0.97
MTB_anc	1385086	1385093	0.94
MTB_anc	1385093	1385097	0.92
MTB_anc	1385097	1385100	0.89
MTB_anc	1385100	1385109	0.86
MTB_anc	1385109	1385112	0.83
MTB_anc	1385112	1385119	0.81
MTB_anc	1385119	1385122	0.75
MTB_anc	1385122	1385130	0.78
MTB_anc	1385130	1385133	0.81
MTB_anc	1385133	1385163	0.78
MTB_anc	1385163	1385179	0.81
MTB_anc	1385179	1385181	0.83
MTB_anc	1385181	1385191	0.81
MTB_anc	1385191	1385196	0.83
MTB_anc	1385196	1385203	0.86
MTB_anc	1385203	1385207	0.83
MTB_anc	1385207	1385208	0.81
MTB_anc	1385208	1385215	0.83
MTB_anc	1385215	1385228	0.86
MTB_anc	1385228	1385243	0.89
MTB_anc	1385243	1385245	0.86
MTB_anc	1385245	1385257	0.72
MTB_anc	1385257	1385260	0.81
MTB_anc	1385260	1385263	0.78
MTB_anc	1385263	1385266	0.75
MTB_anc	1385266	1385271	0.78
MTB_anc	1385271	1385309	0.81
MTB_anc	1385309	1385312	0.78
MTB_anc	1385312	1385315	0.81
MTB_anc	1385315	1385316	0.78
MTB_anc	1385316	1385320	0.81
MTB_anc	1385320	1385325	0.78
MTB_anc	1385325	1385335	0.81
MTB_anc	1385335	1385350	0.78
MTB_anc	1385350	1385352	0.72
MTB_anc	1385352	1385355	0.75
MTB_anc	1385355	1385362	0.72
MTB_anc	1385362	1385370	0.81
MTB_anc	1385370	1385380	0.83
MTB_anc	1385380	1385381	0.81
MTB_anc	1385381	1385383	0.78
MTB_anc	1385383	1385386	0.75
MTB_anc	1385386	1385401	0.81
MTB_anc	1385401	1385404	0.83
MTB_anc	1385404	1385407	0.81
MTB_anc	1385407	1385414	0.83
MTB_anc	1385414	1385416	0.81
MTB_anc	1385416	1385435	0.83
MTB_anc	1385435	1385438	0.89
MTB_anc	1385438	1385447	0.92
MTB_anc	1385447	1385454	0.94
MTB_anc	1385454	1385467	0.97
MTB_anc	1385467	1385516	0.94
MTB_anc	1385516	1385534	0.97
MTB_anc	1385534	1385550	0.94
MTB_anc	1385550	1385551	0.97
MTB_anc	1385551	1385559	0.94
MTB_anc	1385559	1385573	0.92
MTB_anc	1385573	1385581	0.89
MTB_anc	1385581	1385587	0.92
MTB_anc	1385587	1385613	0.89
MTB_anc	1385613	1385621	0.83
MTB_anc	1385621	1385624	0.81
MTB_anc	1385624	1385634	0.78
MTB_anc	1385634	1385636	0.75
MTB_anc	1385636	1385637	0.67
MTB_anc	1385637	1385642	0.64
MTB_anc	1385642	1385647	0.67
MTB_anc	1385647	1385652	0.72
MTB_anc	1385652	1385657	0.81
MTB_anc	1385657	1385662	0.83
MTB_anc	1385662	1385665	0.86
MTB_anc	1385665	1385668	0.89
MTB_anc	1385668	1385670	0.92
MTB_anc	1385670	1385673	0.89
MTB_anc	1385673	1385675	0.92
MTB_anc	1385675	1385693	0.94
MTB_anc	1385693	1385712	0.97
MTB_anc	1385712	1385723	1
MTB_anc	1385723	1385812	0.97
MTB_anc	1385812	1385817	0.94
MTB_anc	1385817	1385839	0.97
MTB_anc	1385839	1385846	1
MTB_anc	1385846	1385964	0.97
MTB_anc	1385964	1385966	0.94
MTB_anc	1385966	1385983	0.97
MTB_anc	1385983	1386003	0.94
MTB_anc	1386003	1386009	0.92
MTB_anc	1386009	1386017	0.89
MTB_anc	1386017	1386021	0.86
MTB_anc	1386021	1386022	0.83
MTB_anc	1386022	1386025	0.78
MTB_anc	1386025	1386029	0.81
MTB_anc	1386029	1386031	0.86
MTB_anc	1386031	1386037	0.89
MTB_anc	1386037	1386074	0.92
MTB_anc	1386074	1386082	0.89
MTB_anc	1386082	1386083	0.92
MTB_anc	1386083	1386101	0.94
MTB_anc	1386101	1386102	0.92
MTB_anc	1386102	1386111	0.94
MTB_anc	1386111	1386113	0.92
MTB_anc	1386113	1386114	0.89
MTB_anc	1386114	1386119	0.92
MTB_anc	1386119	1386122	0.89
MTB_anc	1386122	1386126	0.92
MTB_anc	1386126	1386130	0.89
MTB_anc	1386130	1386137	0.92
MTB_anc	1386137	1386141	0.89
MTB_anc	1386141	1386161	0.94
MTB_anc	1386161	1386201	0.97
MTB_anc	1386201	1387692	1
MTB_anc	1387692	1387713	0.97
MTB_anc	1387713	1389355	1
MTB_anc	1389355	1389370	0.97
MTB_anc	1389370	1389466	1
MTB_anc	1389466	1389467	0.97
MTB_anc	1389467	1389787	1
MTB_anc	1389787	1389795	0.97
MTB_anc	1389795	1389817	1
MTB_anc	1389817	1389845	0.97
MTB_anc	1389845	1389847	1
MTB_anc	1389847	1389859	0.97
MTB_anc	1389859	1392830	1
MTB_anc	1392830	1392834	0.97
MTB_anc	1392834	1394932	1
MTB_anc	1394932	1394953	0.97
MTB_anc	1394953	1396199	1
MTB_anc	1396199	1396219	0.97
MTB_anc	1396219	1397398	1
MTB_anc	1397398	1397407	0.97
MTB_anc	1397407	1398958	1
MTB_anc	1398958	1398992	0.97
MTB_anc	1398992	1401050	1
MTB_anc	1401050	1401051	0.97
MTB_anc	1401051	1401126	1
MTB_anc	1401126	1401127	0.97
MTB_anc	1401127	1401893	1
MTB_anc	1401893	1401935	0.97
MTB_anc	1401935	1403372	1
MTB_anc	1403372	1403373	0.97
MTB_anc	1403373	1403470	1
MTB_anc	1403470	1403471	0.97
MTB_anc	1403471	1403635	1
MTB_anc	1403635	1403661	0.97
MTB_anc	1403661	1411432	1
MTB_anc	1411432	1411434	0.97
MTB_anc	1411434	1412431	1
MTB_anc	1412431	1412521	0.97
MTB_anc	1412521	1414312	1
MTB_anc	1414312	1414565	0.97
MTB_anc	1414565	1414621	1
MTB_anc	1414621	1414622	0.81
MTB_anc	1414622	1414629	1
MTB_anc	1414629	1414630	0.81
MTB_anc	1414630	1414644	1
MTB_anc	1414644	1414645	0.86
MTB_anc	1414645	1414653	1
MTB_anc	1414653	1414654	0.83
MTB_anc	1414654	1414788	1
MTB_anc	1414788	1414943	0.92
MTB_anc	1414943	1414949	0.94
MTB_anc	1414949	1418261	1
MTB_anc	1418261	1418266	0.97
MTB_anc	1418266	1424666	1
MTB_anc	1424666	1424678	0.97
MTB_anc	1424678	1428019	1
MTB_anc	1428019	1428039	0.97
MTB_anc	1428039	1428156	1
MTB_anc	1428156	1428161	0.97
MTB_anc	1428161	1429128	1
MTB_anc	1429128	1429154	0.97
MTB_anc	1429154	1429383	1
MTB_anc	1429383	1429384	0.97
MTB_anc	1429384	1429660	1
MTB_anc	1429660	1429672	0.97
MTB_anc	1429672	1441430	1
MTB_anc	1441430	1441545	0.92
MTB_anc	1441545	1441583	1
MTB_anc	1441583	1441698	0.92
MTB_anc	1441698	1443428	1
MTB_anc	1443428	1443429	0.47
MTB_anc	1443429	1443779	1
MTB_anc	1443779	1443790	0.97
MTB_anc	1443790	1444819	1
MTB_anc	1444819	1444842	0.97
MTB_anc	1444842	1444950	1
MTB_anc	1444950	1444957	0.97
MTB_anc	1444957	1445073	1
MTB_anc	1445073	1445082	0.97
MTB_anc	1445082	1445087	0.94
MTB_anc	1445087	1445093	0.89
MTB_anc	1445093	1445101	0.83
MTB_anc	1445101	1445104	0.81
MTB_anc	1445104	1445111	0.83
MTB_anc	1445111	1445113	0.81
MTB_anc	1445113	1445116	0.86
MTB_anc	1445116	1445118	0.89
MTB_anc	1445118	1445119	0.92
MTB_anc	1445119	1445120	0.89
MTB_anc	1445120	1445122	0.86
MTB_anc	1445122	1445123	0.94
MTB_anc	1445123	1445131	0.97
MTB_anc	1445131	1445132	1
MTB_anc	1445132	1445137	0.97
MTB_anc	1445137	1451779	1
MTB_anc	1451779	1451836	0.56
MTB_anc	1451836	1451862	0.75
MTB_anc	1451862	1451868	0.72
MTB_anc	1451868	1451881	0.69
MTB_anc	1451881	1451882	0.67
MTB_anc	1451882	1451893	0.89
MTB_anc	1451893	1451901	0.64
MTB_anc	1451901	1451971	0.61
MTB_anc	1451971	1451978	0.64
MTB_anc	1451978	1451996	0.67
MTB_anc	1451996	1453276	1
MTB_anc	1453276	1453319	0.97
MTB_anc	1453319	1453681	1
MTB_anc	1453681	1453854	0.97
MTB_anc	1453854	1457090	1
MTB_anc	1457090	1457094	0.97
MTB_anc	1457094	1457095	0.94
MTB_anc	1457095	1457109	0.97
MTB_anc	1457109	1460111	1
MTB_anc	1460111	1460200	0.97
MTB_anc	1460200	1460318	1
MTB_anc	1460318	1460319	0.97
MTB_anc	1460319	1460569	1
MTB_anc	1460569	1460580	0.97
MTB_anc	1460580	1460598	1
MTB_anc	1460598	1460601	0.97
MTB_anc	1460601	1460728	1
MTB_anc	1460728	1460760	0.97
MTB_anc	1460760	1463555	1
MTB_anc	1463555	1463566	0.97
MTB_anc	1463566	1468233	1
MTB_anc	1468233	1468234	0.97
MTB_anc	1468234	1468337	1
MTB_anc	1468337	1468340	0.97
MTB_anc	1468340	1468398	0.94
MTB_anc	1468398	1468401	0.97
MTB_anc	1468401	1468419	0.94
MTB_anc	1468419	1468424	0.97
MTB_anc	1468424	1468426	0.92
MTB_anc	1468426	1468429	0.89
MTB_anc	1468429	1468438	0.86
MTB_anc	1468438	1468442	0.81
MTB_anc	1468442	1468443	0.78
MTB_anc	1468443	1468444	0.75
MTB_anc	1468444	1468448	0.72
MTB_anc	1468448	1468453	0.69
