#CHROM	FROM	TO	IEDB_tag
MTB_anc	2029280	2029309	!IEDBMHC1,489
MTB_anc	2030111	2030155	!IEDBMHC2,638
MTB_anc	2030724	2030768	!IEDBMHC2,81
MTB_anc	2030739	2030783	!IEDBMHC2,275
MTB_anc	2030754	2030798	!IEDBMHC2,22
MTB_anc	2039477	2039521	!IEDBMHC2,908
MTB_anc	2039777	2039821	!IEDBMHC2,1129
MTB_anc	2042316	2042360	!IEDBMHC2,1141
MTB_anc	2043594	2043638	!IEDBMHC2,959
MTB_anc	2043756	2043800	!IEDBMHC2,811
MTB_anc	2048282	2048326	!IEDBMHC2,719
MTB_anc	2049993	2050037	!IEDBvargas2021
MTB_anc	2050518	2050562	!IEDBMHC2,731
MTB_anc	2051600	2051644	!IEDBMHC2,1140
MTB_anc	2062633	2062659	!IEDBMHC1,221
MTB_anc	2086088	2086132	!IEDBMHC2,991
MTB_anc	2086106	2086129	!IEDBMHC2,992
MTB_anc	2086106	2086150	!IEDBvargas2021
MTB_anc	2094442	2094486	!IEDBMHC2,765
MTB_anc	2094841	2094885	!IEDBMHC2,798
MTB_anc	2107736	2107795	!IEDBMHC2,1012
MTB_anc	2107826	2107885	!IEDBMHC2,1023
MTB_anc	2107856	2107915	!IEDBvargas2021
MTB_anc	2107865	2107891	!IEDBMHC1,414
MTB_anc	2107886	2107945	!IEDBvargas2021
MTB_anc	2107913	2107939	!IEDBMHC1,412
MTB_anc	2107913	2107963	!IEDBvargas2021
MTB_anc	2107916	2107975	!IEDBvargas2021
MTB_anc	2107931	2107957	!IEDBMHC1,447
MTB_anc	2107946	2108005	!IEDBvargas2021
MTB_anc	2107976	2108035	!IEDBvargas2021
MTB_anc	2108006	2108065	!IEDBvargas2021
MTB_anc	2108018	2108044	!IEDBMHC1,437
MTB_anc	2108021	2108047	!IEDBMHC1,436
MTB_anc	2108036	2108095	!IEDBMHC2,1017
MTB_anc	2108042	2108068	!IEDBMHC1,429
MTB_anc	2108054	2108080	!IEDBMHC1,415
MTB_anc	2108060	2108086	!IEDBMHC1,439
MTB_anc	2108066	2108125	!IEDBMHC2,1025
MTB_anc	2108096	2108155	!IEDBMHC2,1020
MTB_anc	2108114	2108140	!IEDBMHC1,427
MTB_anc	2108126	2108185	!IEDBMHC2,1018
MTB_anc	2108156	2108215	!IEDBvargas2021
MTB_anc	2108171	2108197	!IEDBMHC1,448
MTB_anc	2108186	2108245	!IEDBMHC2,1015
MTB_anc	2108216	2108275	!IEDBMHC2,1013
MTB_anc	2108231	2108257	!IEDBMHC1,229
MTB_anc	2108240	2108266	!IEDBMHC1,441
MTB_anc	2108246	2108305	!IEDBvargas2021
MTB_anc	2108276	2108335	!IEDBMHC2,1022
MTB_anc	2108306	2108365	!IEDBMHC2,1019
MTB_anc	2108324	2108350	!IEDBMHC1,455
MTB_anc	2108327	2108353	!IEDBMHC1,434
MTB_anc	2108336	2108395	!IEDBMHC1,487
MTB_anc	2108366	2108425	!IEDBMHC2,1021
MTB_anc	2108396	2108455	!IEDBMHC2,1010
MTB_anc	2108426	2108485	!IEDBMHC2,1016
MTB_anc	2108456	2108515	!IEDBMHC2,1011
MTB_anc	2108468	2108494	!IEDBMHC1,445
MTB_anc	2108486	2108545	!IEDBMHC2,1014
MTB_anc	2108516	2108575	!IEDBMHC2,1026
MTB_anc	2108522	2108548	!IEDBMHC1,453
MTB_anc	2108546	2108605	!IEDBMHC2,1024
MTB_anc	2108570	2108596	!IEDBMHC1,431
MTB_anc	2108576	2108635	!IEDBvargas2021
MTB_anc	2108585	2108611	!IEDBMHC1,443
MTB_anc	2108591	2108617	!IEDBMHC1,433
MTB_anc	2108606	2108665	!IEDBvargas2021
MTB_anc	2108636	2108695	!IEDBvargas2021
MTB_anc	2108642	2108668	!IEDBMHC1,411
MTB_anc	2108666	2108710	!IEDBvargas2021
MTB_anc	2113413	2113487	!IEDBvargas2021
MTB_anc	2113587	2113658	!IEDBvargas2021
MTB_anc	2113806	2113877	!IEDBvargas2021
MTB_anc	2114256	2114318	!IEDBvargas2021
MTB_anc	2114571	2114630	!IEDBvargas2021
MTB_anc	2114646	2114720	!IEDBvargas2021
MTB_anc	2114754	2114828	!IEDBvargas2021
MTB_anc	2114844	2114909	!IEDBvargas2021
MTB_anc	2121374	2121418	!IEDBMHC2,849
MTB_anc	2121642	2121686	!IEDBMHC2,780
MTB_anc	2122597	2122641	!IEDBvargas2021
MTB_anc	2122906	2122950	!IEDBMHC2,920
MTB_anc	2123330	2123374	!IEDBMHC2,871
MTB_anc	2125688	2125732	!IEDBMHC2,744
MTB_anc	2126294	2126338	!IEDBMHC2,707
MTB_anc	2126660	2126704	!IEDBMHC2,685
MTB_anc	2129845	2129889	!IEDBMHC2,698
MTB_anc	2130121	2130165	!IEDBMHC2,957
MTB_anc	2130457	2130501	!IEDBMHC2,947
MTB_anc	2134792	2134836	!IEDBMHC2,746
MTB_anc	2134893	2134937	!IEDBMHC2,246
MTB_anc	2134893	2134952	!IEDBMHC1,256,!IEDBMHC2,463
MTB_anc	2134896	2134955	!IEDBMHC2,119
MTB_anc	2134908	2134952	!IEDBMHC2,462
MTB_anc	2134908	2134967	!IEDBMHC1,220,!IEDBMHC2,398
MTB_anc	2134911	2134964	!IEDBMHC2,185
MTB_anc	2134911	2134967	!IEDBMHC2,397
MTB_anc	2134938	2134982	!IEDBMHC2,125
MTB_anc	2134938	2134991	!IEDBMHC2,417
MTB_anc	2134938	2134997	!IEDBMHC1,166,!IEDBMHC2,292
MTB_anc	2134953	2134997	!IEDBMHC2,291
MTB_anc	2134968	2135012	!IEDBMHC2,13
MTB_anc	2134968	2135027	!IEDBMHC1,180,!IEDBMHC2,326
MTB_anc	2134983	2135027	!IEDBMHC2,325
MTB_anc	2134998	2135042	!IEDBMHC2,1004
MTB_anc	2134998	2135057	!IEDBMHC1,169,!IEDBMHC2,298
MTB_anc	2135013	2135057	!IEDBMHC2,560
MTB_anc	2135019	2135072	!IEDBMHC2,32
MTB_anc	2135028	2135054	!IEDBMHC1,69
MTB_anc	2135028	2135072	!IEDBMHC2,31
MTB_anc	2135028	2135087	!IEDBMHC1,73,!IEDBMHC2,131
MTB_anc	2135034	2135060	!IEDBMHC1,56
MTB_anc	2135043	2135087	!IEDBMHC2,130
MTB_anc	2135046	2135099	!IEDBMHC2,297
MTB_anc	2135052	2135078	!IEDBMHC1,111
MTB_anc	2135058	2135102	!IEDBMHC2,311
MTB_anc	2135058	2135117	!IEDBMHC1,37,!IEDBMHC2,77
MTB_anc	2135073	2135117	!IEDBMHC2,76
MTB_anc	2135073	2135126	!IEDBMHC2,442
MTB_anc	2135088	2135132	!IEDBMHC2,353
MTB_anc	2135088	2135147	!IEDBMHC1,228,!IEDBMHC2,414
MTB_anc	2135100	2135153	!IEDBMHC2,212
MTB_anc	2135103	2135147	!IEDBMHC1,227,!IEDBMHC2,413
MTB_anc	2135118	2135144	!IEDBMHC1,379
MTB_anc	2135118	2135162	!IEDBMHC1,181,!IEDBMHC2,331
MTB_anc	2135118	2135177	!IEDBMHC2,296
MTB_anc	2135121	2135147	!IEDBMHC1,388
MTB_anc	2135127	2135153	!IEDBMHC1,124
MTB_anc	2135127	2135180	!IEDBMHC2,354
MTB_anc	2135133	2135159	!IEDBMHC1,112,!IEDBMHC2,196
MTB_anc	2135133	2135177	!IEDBMHC1,168,!IEDBMHC2,295
MTB_anc	2135148	2135192	!IEDBMHC2,309
MTB_anc	2135148	2135207	!IEDBMHC1,101,!IEDBMHC2,167
MTB_anc	2135154	2135207	!IEDBMHC2,166
MTB_anc	2135163	2135207	!IEDBMHC2,165
MTB_anc	2135178	2135222	!IEDBMHC2,12
MTB_anc	2135178	2135237	!IEDBMHC1,11,!IEDBMHC2,38
MTB_anc	2135181	2135234	!IEDBMHC2,144
MTB_anc	2135193	2135237	!IEDBMHC2,37
MTB_anc	2135208	2135252	!IEDBMHC2,227
MTB_anc	2135208	2135261	!IEDBMHC2,239
MTB_anc	2135208	2135267	!IEDBMHC1,178,!IEDBMHC2,316
MTB_anc	2135223	2135267	!IEDBMHC2,315
MTB_anc	2135238	2135282	!IEDBMHC2,378
MTB_anc	2135238	2135297	!IEDBMHC1,16,!IEDBMHC2,50
MTB_anc	2135244	2135270	!IEDBMHC1,100
MTB_anc	2135250	2135276	!IEDBMHC1,99
MTB_anc	2135253	2135297	!IEDBMHC2,49
MTB_anc	2135268	2135312	!IEDBMHC2,44
MTB_anc	2135268	2135321	!IEDBMHC2,122
MTB_anc	2135268	2135324	!IEDBMHC2,329
MTB_anc	2135268	2135327	!IEDBMHC1,184,!IEDBMHC2,336
MTB_anc	2135271	2135327	!IEDBMHC2,335
MTB_anc	2135283	2135327	!IEDBMHC2,334
MTB_anc	2135289	2135333	!IEDBMHC2,846
MTB_anc	2135289	2135342	!IEDBMHC2,29
MTB_anc	2135292	2135318	!IEDBMHC1,119,!IEDBMHC2,208
MTB_anc	2135292	2135321	!IEDBMHC1,61
MTB_anc	2135292	2135375	!IEDBMHC2,980
MTB_anc	2135295	2135321	!IEDBMHC1,60
MTB_anc	2135295	2135348	!IEDBMHC2,193
MTB_anc	2135298	2135342	!IEDBMHC2,28
MTB_anc	2135298	2135357	!IEDBMHC1,205,!IEDBMHC2,363
MTB_anc	2135313	2135339	!IEDBMHC1,36
MTB_anc	2135313	2135357	!IEDBMHC2,362
MTB_anc	2135322	2135375	!IEDBMHC2,257
MTB_anc	2135325	2135387	!IEDBMHC2,17
MTB_anc	2135328	2135372	!IEDBMHC2,374
MTB_anc	2135328	2135387	!IEDBMHC1,4,!IEDBMHC2,16
MTB_anc	2135334	2135381	!IEDBMHC2,190
MTB_anc	2135343	2135387	!IEDBMHC2,15
MTB_anc	2135343	2135396	!IEDBMHC2,396
MTB_anc	2135346	2135372	!IEDBMHC1,214
MTB_anc	2135358	2135402	!IEDBMHC2,215
MTB_anc	2135358	2135417	!IEDBMHC1,26,!IEDBMHC2,57
MTB_anc	2135370	2135423	!IEDBMHC2,253
MTB_anc	2135373	2135417	!IEDBMHC2,56
MTB_anc	2135388	2135432	!IEDBMHC2,312
MTB_anc	2135388	2135447	!IEDBMHC1,152,!IEDBMHC2,260
MTB_anc	2135397	2135450	!IEDBMHC2,123
MTB_anc	2135403	2135447	!IEDBMHC2,259
MTB_anc	2135409	2135435	!IEDBMHC1,383
MTB_anc	2135409	2135438	!IEDBMHC1,53
MTB_anc	2135415	2135459	!IEDBMHC1,401
MTB_anc	2135418	2135462	!IEDBMHC2,559
MTB_anc	2135418	2135477	!IEDBMHC1,75,!IEDBMHC2,135
MTB_anc	2135424	2135450	!IEDBMHC1,66
MTB_anc	2135424	2135477	!IEDBMHC2,134
MTB_anc	2135448	2135507	!IEDBMHC1,48,!IEDBMHC2,105
MTB_anc	2135451	2135504	!IEDBMHC2,443
MTB_anc	2135463	2135507	!IEDBMHC2,104
MTB_anc	2135478	2135522	!IEDBMHC2,379
MTB_anc	2135478	2135531	!IEDBMHC2,143
MTB_anc	2135478	2135537	!IEDBMHC1,179,!IEDBMHC2,321
MTB_anc	2135493	2135537	!IEDBMHC2,320
MTB_anc	2135505	2135558	!IEDBMHC2,371
MTB_anc	2135508	2135552	!IEDBMHC2,256
MTB_anc	2135508	2135567	!IEDBMHC1,257,!IEDBMHC2,465
MTB_anc	2135523	2135567	!IEDBMHC2,464
MTB_anc	2135532	2135585	!IEDBMHC2,402
MTB_anc	2135538	2135564	!IEDBMHC1,374
MTB_anc	2135538	2135582	!IEDBMHC2,308
MTB_anc	2135538	2135597	!IEDBMHC1,238,!IEDBMHC2,436
MTB_anc	2135544	2135570	!IEDBMHC1,246,!IEDBMHC2,444
MTB_anc	2135553	2135597	!IEDBMHC2,435
MTB_anc	2135559	2135612	!IEDBMHC2,85
MTB_anc	2135568	2135612	!IEDBMHC2,84
MTB_anc	2135568	2135627	!IEDBMHC1,93,!IEDBMHC2,155
MTB_anc	2135598	2135657	!IEDBMHC1,173,!IEDBMHC2,305
MTB_anc	2135613	2135657	!IEDBMHC2,304
MTB_anc	2135613	2135666	!IEDBMHC2,370
MTB_anc	2135628	2135672	!IEDBMHC2,126
MTB_anc	2135628	2135687	!IEDBMHC1,40,!IEDBMHC2,92
MTB_anc	2135640	2135693	!IEDBMHC2,169
MTB_anc	2135643	2135687	!IEDBMHC1,39,!IEDBMHC2,91
MTB_anc	2135655	2135699	!IEDBMHC1,509,!IEDBMHC2,1111
MTB_anc	2135733	2135777	!IEDBMHC2,225
MTB_anc	2135748	2135867	!IEDBvargas2021
MTB_anc	2135754	2135780	!IEDBMHC1,260
MTB_anc	2135763	2135807	!IEDBvargas2021
MTB_anc	2135778	2135822	!IEDBMHC2,274
MTB_anc	2135793	2135837	!IEDBMHC2,438
MTB_anc	2135796	2135825	!IEDBMHC1,146
MTB_anc	2135799	2135825	!IEDBMHC1,145
MTB_anc	2135802	2135828	!IEDBMHC1,191
MTB_anc	2135808	2135852	!IEDBMHC2,351
MTB_anc	2135823	2135867	!IEDBMHC2,285
MTB_anc	2154591	2154620	!IEDBMHC1,193
MTB_anc	2154780	2154806	!IEDBMHC1,144
MTB_anc	2154954	2154983	!IEDBMHC1,160
MTB_anc	2155107	2155151	!IEDBMHC2,554
MTB_anc	2166895	2166939	!IEDBvargas2021
MTB_anc	2166949	2166993	!IEDBMHC2,1127
MTB_anc	2170250	2170294	!IEDBMHC2,1128
MTB_anc	2178960	2179031	!IEDBMHC2,480
MTB_anc	2178975	2179001	!IEDBMHC1,482
MTB_anc	2179002	2179076	!IEDBMHC2,479
MTB_anc	2179047	2179121	!IEDBMHC2,487
MTB_anc	2179092	2179166	!IEDBMHC2,482
MTB_anc	2179125	2179184	!IEDBMHC2,198
MTB_anc	2179137	2179211	!IEDBMHC2,485
MTB_anc	2179158	2179187	!IEDBMHC1,481
MTB_anc	2179182	2179256	!IEDBMHC2,483
MTB_anc	2179191	2179217	!IEDBMHC1,484
MTB_anc	2179212	2179271	!IEDBMHC2,426
MTB_anc	2179227	2179301	!IEDBMHC2,484
MTB_anc	2179260	2179286	!IEDBMHC1,486
MTB_anc	2179272	2179346	!IEDBMHC2,486
MTB_anc	2179287	2179313	!IEDBMHC1,485
MTB_anc	2179317	2179361	!IEDBvargas2021
MTB_anc	2179317	2179391	!IEDBMHC2,481
MTB_anc	2179326	2179352	!IEDBMHC1,479
MTB_anc	2179332	2179376	!IEDBvargas2021
MTB_anc	2179353	2179379	!IEDBMHC1,483
MTB_anc	2179359	2179385	!IEDBMHC1,480
MTB_anc	2179362	2179436	!IEDBvargas2021
MTB_anc	2210317	2210343	!IEDBMHC1,284
MTB_anc	2210742	2210768	!IEDBMHC1,304
MTB_anc	2219844	2219903	!IEDBvargas2021
MTB_anc	2219892	2219939	!IEDBvargas2021
MTB_anc	2220177	2220245	!IEDBvargas2021
MTB_anc	2221866	2221925	!IEDBvargas2021
MTB_anc	2222196	2222273	!IEDBvargas2021
MTB_anc	2222676	2222750	!IEDBvargas2021
MTB_anc	2222952	2222978	!IEDBMHC2,207
MTB_anc	2223132	2223158	!IEDBMHC2,164
MTB_anc	2223346	2223390	!IEDBMHC1,224,!IEDBMHC2,405
MTB_anc	2223361	2223420	!IEDBMHC1,76,!IEDBMHC2,139
MTB_anc	2223391	2223450	!IEDBMHC1,167,!IEDBMHC2,293
MTB_anc	2223421	2223480	!IEDBMHC2,322
MTB_anc	2223451	2223510	!IEDBMHC2,427
MTB_anc	2223481	2223540	!IEDBMHC1,77,!IEDBMHC2,140
MTB_anc	2223511	2223570	!IEDBMHC1,176,!IEDBMHC2,310
MTB_anc	2223541	2223600	!IEDBMHC2,450
MTB_anc	2223571	2223630	!IEDBMHC2,437
MTB_anc	2223601	2223660	!IEDBMHC2,183
MTB_anc	2223631	2223690	!IEDBMHC2,241
MTB_anc	2223640	2223666	!IEDBMHC1,104
MTB_anc	2223661	2223720	!IEDBMHC1,113,!IEDBMHC2,197
MTB_anc	2223664	2223723	!IEDBMHC2,46
MTB_anc	2223691	2223750	!IEDBMHC2,302
MTB_anc	2223721	2223780	!IEDBMHC2,383
MTB_anc	2223751	2223810	!IEDBMHC1,188,!IEDBMHC2,347
MTB_anc	2223751	2223840	!IEDBMHC2,557
MTB_anc	2223781	2223840	!IEDBMHC2,218
MTB_anc	2223811	2223870	!IEDBMHC1,117,!IEDBMHC2,204
MTB_anc	2223823	2223882	!IEDBMHC2,456
MTB_anc	2223841	2223900	!IEDBMHC1,183,!IEDBMHC2,333
MTB_anc	2223871	2223930	!IEDBMHC1,103,!IEDBMHC2,175
MTB_anc	2223901	2223960	!IEDBMHC2,61
MTB_anc	2223961	2223990	!IEDBMHC1,132
MTB_anc	2223964	2224023	!IEDBMHC2,192
MTB_anc	2223991	2224020	!IEDBMHC1,120
MTB_anc	2227237	2227284	!IEDBvargas2021
MTB_anc	2228136	2228162	!IEDBMHC1,271
MTB_anc	2228994	2229047	!IEDBvargas2021
MTB_anc	2229018	2229092	!IEDBvargas2021
MTB_anc	2229063	2229137	!IEDBvargas2021
MTB_anc	2229108	2229182	!IEDBvargas2021
MTB_anc	2229153	2229227	!IEDBvargas2021
MTB_anc	2229198	2229272	!IEDBvargas2021
MTB_anc	2229243	2229317	!IEDBvargas2021
MTB_anc	2229288	2229362	!IEDBvargas2021
MTB_anc	2229333	2229407	!IEDBvargas2021
MTB_anc	2229378	2229452	!IEDBvargas2021
MTB_anc	2229423	2229497	!IEDBvargas2021
MTB_anc	2229468	2229542	!IEDBvargas2021
MTB_anc	2229513	2229587	!IEDBvargas2021
MTB_anc	2229558	2229632	!IEDBvargas2021
MTB_anc	2229603	2229677	!IEDBvargas2021
MTB_anc	2229648	2229722	!IEDBvargas2021
MTB_anc	2229693	2229767	!IEDBvargas2021
MTB_anc	2229732	2229791	!IEDBvargas2021
MTB_anc	2229738	2229812	!IEDBvargas2021
MTB_anc	2229762	2229821	!IEDBvargas2021
MTB_anc	2229765	2229824	!IEDBvargas2021
MTB_anc	2229783	2229857	!IEDBvargas2021
MTB_anc	2229828	2229902	!IEDBvargas2021
MTB_anc	2230317	2230355	!IEDBvargas2021
MTB_anc	2230377	2230421	!IEDBvargas2021
MTB_anc	2230506	2230544	!IEDBvargas2021
MTB_anc	2230539	2230607	!IEDBvargas2021
MTB_anc	2231035	2231103	!IEDBvargas2021
MTB_anc	2242664	2242690	!IEDBMHC1,275
MTB_anc	2255404	2255430	!IEDBMHC1,456
MTB_anc	2255710	2255736	!IEDBMHC1,274
MTB_anc	2275408	2275467	!IEDBMHC1,358,!IEDBMHC2,616
MTB_anc	2275435	2275494	!IEDBMHC1,347,!IEDBMHC2,607
MTB_anc	2275441	2275467	!IEDBMHC1,357
MTB_anc	2275459	2275485	!IEDBMHC1,317
MTB_anc	2275465	2275524	!IEDBMHC1,355,!IEDBMHC2,614
MTB_anc	2275495	2275554	!IEDBMHC1,309,!IEDBMHC2,576
MTB_anc	2275525	2275584	!IEDBMHC1,337,!IEDBMHC2,598
MTB_anc	2275555	2275614	!IEDBMHC1,118,!IEDBMHC2,206
MTB_anc	2275585	2275644	!IEDBMHC1,362,!IEDBMHC2,619
MTB_anc	2275615	2275674	!IEDBMHC1,353,!IEDBMHC2,612
MTB_anc	2275645	2275704	!IEDBMHC1,333,!IEDBMHC2,594
MTB_anc	2275675	2275734	!IEDBMHC1,364,!IEDBMHC2,621
MTB_anc	2275705	2275764	!IEDBMHC1,336,!IEDBMHC2,597
MTB_anc	2275735	2275794	!IEDBMHC1,318,!IEDBMHC2,582
MTB_anc	2275765	2275824	!IEDBMHC1,346,!IEDBMHC2,606
MTB_anc	2275795	2275854	!IEDBMHC1,320,!IEDBMHC2,584
MTB_anc	2275825	2275884	!IEDBMHC1,322,!IEDBMHC2,586
MTB_anc	2275843	2275869	!IEDBMHC1,492
MTB_anc	2275855	2275914	!IEDBMHC1,354,!IEDBMHC2,613
MTB_anc	2275885	2275944	!IEDBMHC1,345,!IEDBMHC2,605
MTB_anc	2275915	2275974	!IEDBMHC1,338,!IEDBMHC2,599
MTB_anc	2275945	2276004	!IEDBMHC1,352,!IEDBMHC2,611
MTB_anc	2275975	2276034	!IEDBvargas2021
MTB_anc	2276005	2276064	!IEDBMHC1,343,!IEDBMHC2,604
MTB_anc	2276035	2276094	!IEDBMHC1,312,!IEDBMHC2,578
MTB_anc	2276065	2276124	!IEDBMHC1,319,!IEDBMHC2,583
MTB_anc	2276095	2276154	!IEDBMHC1,351,!IEDBMHC2,610
MTB_anc	2276125	2276184	!IEDBMHC1,313,!IEDBMHC2,579
MTB_anc	2276155	2276214	!IEDBMHC1,310,!IEDBMHC2,577
MTB_anc	2276185	2276244	!IEDBMHC1,335,!IEDBMHC2,596
MTB_anc	2276215	2276274	!IEDBMHC1,324,!IEDBMHC2,588
MTB_anc	2276245	2276304	!IEDBMHC1,321,!IEDBMHC2,585
MTB_anc	2276275	2276334	!IEDBMHC1,363,!IEDBMHC2,620
MTB_anc	2276305	2276364	!IEDBMHC1,341,!IEDBMHC2,602
MTB_anc	2276335	2276394	!IEDBMHC1,332,!IEDBMHC2,593
MTB_anc	2276365	2276424	!IEDBMHC1,340,!IEDBMHC2,601
MTB_anc	2278501	2278542	!IEDBMHC2,147
MTB_anc	2278501	2278560	!IEDBMHC1,215,!IEDBMHC2,386
MTB_anc	2278513	2278572	!IEDBMHC1,109,!IEDBMHC2,194
MTB_anc	2278543	2278602	!IEDBMHC1,38,!IEDBMHC2,83
MTB_anc	2278549	2278575	!IEDBMHC1,79
MTB_anc	2278561	2278590	!IEDBMHC1,32
MTB_anc	2278573	2278617	!IEDBMHC2,418
MTB_anc	2278573	2278632	!IEDBMHC1,226,!IEDBMHC2,407
MTB_anc	2278588	2278614	!IEDBMHC1,72
MTB_anc	2278588	2278632	!IEDBvargas2021
MTB_anc	2278597	2278641	!IEDBvargas2021
MTB_anc	2278603	2278647	!IEDBvargas2021
MTB_anc	2278603	2278662	!IEDBMHC1,206,!IEDBMHC2,369
MTB_anc	2278606	2278650	!IEDBvargas2021
MTB_anc	2278609	2278635	!IEDBMHC1,350
MTB_anc	2278609	2278653	!IEDBMHC2,625
MTB_anc	2278609	2278656	!IEDBMHC2,121
MTB_anc	2278612	2278656	!IEDBvargas2021
MTB_anc	2278615	2278659	!IEDBvargas2021
MTB_anc	2278618	2278662	!IEDBvargas2021
MTB_anc	2278621	2278647	!IEDBMHC1,327
MTB_anc	2278621	2278662	!IEDBMHC2,368
MTB_anc	2278621	2278665	!IEDBvargas2021
MTB_anc	2278624	2278668	!IEDBMHC2,628
MTB_anc	2278627	2278653	!IEDBMHC1,315
MTB_anc	2278627	2278671	!IEDBvargas2021
MTB_anc	2278630	2278674	!IEDBvargas2021
MTB_anc	2278633	2278677	!IEDBvargas2021
MTB_anc	2278633	2278692	!IEDBMHC1,204,!IEDBMHC2,359
MTB_anc	2278636	2278680	!IEDBvargas2021
MTB_anc	2278660	2278722	!IEDBMHC2,346
MTB_anc	2278663	2278722	!IEDBMHC1,187,!IEDBMHC2,345
MTB_anc	2278693	2278752	!IEDBMHC1,45,!IEDBMHC2,95
MTB_anc	2278723	2278767	!IEDBvargas2021
MTB_anc	2278723	2278782	!IEDBMHC1,247,!IEDBMHC2,452
MTB_anc	2278753	2278797	!IEDBvargas2021
MTB_anc	2278753	2278812	!IEDBMHC1,190,!IEDBMHC2,352
MTB_anc	2278774	2278800	!IEDBMHC1,54
MTB_anc	2278777	2278842	!IEDBMHC2,252
MTB_anc	2278783	2278842	!IEDBMHC1,151,!IEDBMHC2,251
MTB_anc	2278813	2278872	!IEDBMHC1,128,!IEDBMHC2,236
MTB_anc	2278828	2278872	!IEDBvargas2021
MTB_anc	2278840	2278899	!IEDBMHC2,358
MTB_anc	2278843	2278887	!IEDBvargas2021
MTB_anc	2278843	2278902	!IEDBMHC1,177,!IEDBMHC2,313
MTB_anc	2278846	2278872	!IEDBMHC1,127
MTB_anc	2278870	2278896	!IEDBMHC1,209
MTB_anc	2278873	2278932	!IEDBMHC1,156,!IEDBMHC2,273
MTB_anc	2279351	2279377	!IEDBMHC1,525,!IEDBMHC2,1113
MTB_anc	2281534	2281593	!IEDBMHC2,982
MTB_anc	2281555	2281614	!IEDBMHC2,981
MTB_anc	2327271	2327315	!IEDBMHC2,761
MTB_anc	2353076	2353120	!IEDBMHC2,941
MTB_anc	2355221	2355265	!IEDBMHC2,881
MTB_anc	2380891	2380935	!IEDBMHC2,933
MTB_anc	2381491	2381535	!IEDBMHC2,692
MTB_anc	2445246	2445272	!IEDBMHC1,200
MTB_anc	2455454	2455498	!IEDBMHC2,782
MTB_anc	2463957	2464001	!IEDBMHC2,778
MTB_anc	2483009	2483053	!IEDBMHC2,766
MTB_anc	2488452	2488478	!IEDBMHC1,280
MTB_anc	2488536	2488562	!IEDBMHC1,91
MTB_anc	2488560	2488586	!IEDBMHC1,130
MTB_anc	2488878	2488904	!IEDBMHC1,182
MTB_anc	2495322	2495387	!IEDBvargas2021
MTB_anc	2500197	2500241	!IEDBMHC2,951
MTB_anc	2546102	2546158	!IEDBvargas2021
MTB_anc	2546216	2546248	!IEDBvargas2021
MTB_anc	2562962	2563006	!IEDBMHC2,332
MTB_anc	2596394	2596420	!IEDBMHC1,488
MTB_anc	2629798	2629824	!IEDBMHC1,282
MTB_anc	2630622	2630648	!IEDBMHC1,161
MTB_anc	2630622	2630669	!IEDBMHC2,278
MTB_anc	2630655	2630705	!IEDBMHC2,406
MTB_anc	2630676	2630735	!IEDBMHC2,171
MTB_anc	2630706	2630768	!IEDBMHC2,439
MTB_anc	2630796	2630843	!IEDBMHC2,279
MTB_anc	2630829	2630891	!IEDBMHC2,195
MTB_anc	2630877	2630939	!IEDBMHC2,163
MTB_anc	2639161	2639205	!IEDBMHC2,1143
MTB_anc	2655630	2655674	!IEDBMHC2,904
MTB_anc	2664932	2664958	!IEDBMHC1,499
MTB_anc	2683353	2683382	!IEDBMHC1,493
MTB_anc	2762888	2762914	!IEDBMHC1,259
MTB_anc	2778672	2778716	!IEDBMHC2,804
MTB_anc	2778957	2779001	!IEDBMHC2,721
MTB_anc	2779884	2779910	!IEDBMHC1,203
MTB_anc	2797218	2797244	!IEDBMHC1,376
MTB_anc	2806018	2806062	!IEDBMHC2,727
MTB_anc	2809229	2809273	!IEDBMHC2,889
MTB_anc	2815465	2815491	!IEDBMHC1,97
MTB_anc	2815576	2815605	!IEDBMHC1,63
MTB_anc	2849138	2849164	!IEDBMHC1,535
MTB_anc	2857545	2857571	!IEDBMHC1,281
MTB_anc	2861166	2861192	!IEDBMHC1,250
MTB_anc	2861762	2861788	!IEDBMHC1,108
MTB_anc	2889993	2890037	!IEDBMHC2,865
MTB_anc	2890872	2890916	!IEDBMHC2,903
MTB_anc	2897036	2897080	!IEDBMHC2,818
MTB_anc	2897063	2897107	!IEDBMHC2,817
MTB_anc	2897666	2897710	!IEDBMHC2,763
MTB_anc	2897759	2897803	!IEDBMHC2,5
MTB_anc	2899202	2899246	!IEDBMHC2,907
MTB_anc	2899765	2899809	!IEDBMHC2,809
MTB_anc	2900406	2900450	!IEDBMHC2,690
MTB_anc	2919650	2919676	!IEDBMHC1,538
MTB_anc	2935046	2935090	!IEDBvargas2021
MTB_anc	2935061	2935105	!IEDBMHC2,997
MTB_anc	2935196	2935240	!IEDBMHC2,994
MTB_anc	2935361	2935405	!IEDBMHC2,1005
MTB_anc	2935364	2935408	!IEDBMHC2,1130
MTB_anc	2935646	2935681	!IEDBMHC2,94
MTB_anc	2935664	2935699	!IEDBMHC2,301
MTB_anc	2935682	2935717	!IEDBMHC2,348
MTB_anc	2935700	2935735	!IEDBMHC2,146
MTB_anc	2935718	2935753	!IEDBMHC2,99
