#CHROM	FROM	TO	Mappability
MTB_anc	333589	333590	0.64
MTB_anc	333590	333591	0.63
MTB_anc	333591	333592	0.61
MTB_anc	333592	333614	0.6
MTB_anc	333614	333615	0.61
MTB_anc	333615	333616	0.62
MTB_anc	333616	333617	0.63
MTB_anc	333617	333618	0.64
MTB_anc	333618	333619	0.65
MTB_anc	333619	333620	0.67
MTB_anc	333620	333621	0.68
MTB_anc	333621	333622	0.69
MTB_anc	333622	333623	0.71
MTB_anc	333623	333624	0.72
MTB_anc	333624	333625	0.73
MTB_anc	333625	333626	0.75
MTB_anc	333626	333627	0.76
MTB_anc	333627	333628	0.77
MTB_anc	333628	333629	0.79
MTB_anc	333629	333630	0.8
MTB_anc	333630	333631	0.82
MTB_anc	333631	333632	0.83
MTB_anc	333632	333633	0.85
MTB_anc	333633	333634	0.86
MTB_anc	333634	333635	0.88
MTB_anc	333635	333636	0.9
MTB_anc	333636	333637	0.91
MTB_anc	333637	333638	0.93
MTB_anc	333638	333639	0.94
MTB_anc	333639	333640	0.95
MTB_anc	333640	333641	0.97
MTB_anc	333641	333642	0.98
MTB_anc	333642	333956	1
MTB_anc	333956	333957	0.99
MTB_anc	333957	333958	0.98
MTB_anc	333958	333959	0.97
MTB_anc	333959	333960	0.96
MTB_anc	333960	333961	0.95
MTB_anc	333961	333962	0.94
MTB_anc	333962	333963	0.93
MTB_anc	333963	333964	0.92
MTB_anc	333964	333965	0.91
MTB_anc	333965	333966	0.9
MTB_anc	333966	333967	0.89
MTB_anc	333967	333968	0.88
MTB_anc	333968	333969	0.87
MTB_anc	333969	333970	0.86
MTB_anc	333970	334006	0.85
MTB_anc	334006	334007	0.86
MTB_anc	334007	334008	0.87
MTB_anc	334008	334009	0.88
MTB_anc	334009	334010	0.89
MTB_anc	334010	334011	0.9
MTB_anc	334011	334012	0.91
MTB_anc	334012	334013	0.92
MTB_anc	334013	334014	0.93
MTB_anc	334014	334015	0.94
MTB_anc	334015	334016	0.95
MTB_anc	334016	334017	0.96
MTB_anc	334017	334018	0.97
MTB_anc	334018	334019	0.98
MTB_anc	334019	334020	0.99
MTB_anc	334020	334059	1
MTB_anc	334059	334060	0.99
MTB_anc	334060	334061	0.98
MTB_anc	334061	334062	0.97
MTB_anc	334062	334063	0.96
MTB_anc	334063	334064	0.95
MTB_anc	334064	334065	0.94
MTB_anc	334065	334066	0.93
MTB_anc	334066	334067	0.92
MTB_anc	334067	334068	0.91
MTB_anc	334068	334069	0.9
MTB_anc	334069	334070	0.89
MTB_anc	334070	334109	0.88
MTB_anc	334109	334110	0.89
MTB_anc	334110	334111	0.9
MTB_anc	334111	334112	0.91
MTB_anc	334112	334113	0.92
MTB_anc	334113	334114	0.93
MTB_anc	334114	334115	0.94
MTB_anc	334115	334116	0.95
MTB_anc	334116	334117	0.96
MTB_anc	334117	334118	0.97
MTB_anc	334118	334119	0.98
MTB_anc	334119	334120	0.99
MTB_anc	334120	334131	1
MTB_anc	334131	334132	0.99
MTB_anc	334132	334133	0.98
MTB_anc	334133	334134	0.97
MTB_anc	334134	334135	0.96
MTB_anc	334135	334136	0.95
MTB_anc	334136	334137	0.94
MTB_anc	334137	334138	0.93
MTB_anc	334138	334139	0.92
MTB_anc	334139	334140	0.91
MTB_anc	334140	334141	0.9
MTB_anc	334141	334142	0.89
MTB_anc	334142	334181	0.88
MTB_anc	334181	334182	0.89
MTB_anc	334182	334183	0.9
MTB_anc	334183	334184	0.91
MTB_anc	334184	334185	0.92
MTB_anc	334185	334186	0.93
MTB_anc	334186	334187	0.94
MTB_anc	334187	334188	0.95
MTB_anc	334188	334189	0.96
MTB_anc	334189	334190	0.97
MTB_anc	334190	334191	0.98
MTB_anc	334191	334192	0.99
MTB_anc	334192	334486	1
MTB_anc	334486	334536	0.99
MTB_anc	334536	334556	1
MTB_anc	334556	334557	0.99
MTB_anc	334557	334558	0.98
MTB_anc	334558	334559	0.97
MTB_anc	334559	334560	0.96
MTB_anc	334560	334561	0.95
MTB_anc	334561	334562	0.94
MTB_anc	334562	334563	0.93
MTB_anc	334563	334564	0.92
MTB_anc	334564	334565	0.91
MTB_anc	334565	334566	0.89
MTB_anc	334566	334567	0.88
MTB_anc	334567	334568	0.87
MTB_anc	334568	334569	0.86
MTB_anc	334569	334570	0.85
MTB_anc	334570	334571	0.84
MTB_anc	334571	334572	0.82
MTB_anc	334572	334573	0.81
MTB_anc	334573	334574	0.79
MTB_anc	334574	334575	0.78
MTB_anc	334575	334576	0.76
MTB_anc	334576	334577	0.75
MTB_anc	334577	334578	0.74
MTB_anc	334578	334579	0.72
MTB_anc	334579	334580	0.71
MTB_anc	334580	334581	0.69
MTB_anc	334581	334582	0.67
MTB_anc	334582	334583	0.66
MTB_anc	334583	334584	0.64
MTB_anc	334584	334585	0.63
MTB_anc	334585	334596	0.61
MTB_anc	334596	334597	0.6
MTB_anc	334597	334598	0.59
MTB_anc	334598	334599	0.58
MTB_anc	334599	334600	0.57
MTB_anc	334600	334601	0.56
MTB_anc	334601	334602	0.55
MTB_anc	334602	334603	0.53
MTB_anc	334603	334604	0.52
MTB_anc	334604	334605	0.51
MTB_anc	334605	334606	0.49
MTB_anc	334606	334607	0.5
MTB_anc	334607	334608	0.51
MTB_anc	334608	334609	0.52
MTB_anc	334609	334610	0.52
MTB_anc	334610	334611	0.52
MTB_anc	334611	334612	0.53
MTB_anc	334612	334613	0.54
MTB_anc	334613	334614	0.55
MTB_anc	334614	334615	0.57
MTB_anc	334615	334616	0.58
MTB_anc	334616	334617	0.59
MTB_anc	334617	334618	0.6
MTB_anc	334618	334619	0.61
MTB_anc	334619	334620	0.62
MTB_anc	334620	334621	0.64
MTB_anc	334621	334622	0.65
MTB_anc	334622	334623	0.66
MTB_anc	334623	334624	0.68
MTB_anc	334624	334625	0.69
MTB_anc	334625	334626	0.71
MTB_anc	334626	334627	0.72
MTB_anc	334627	334628	0.74
MTB_anc	334628	334629	0.75
MTB_anc	334629	334630	0.77
MTB_anc	334630	334631	0.78
MTB_anc	334631	334632	0.8
MTB_anc	334632	334633	0.81
MTB_anc	334633	334634	0.83
MTB_anc	334634	334635	0.84
MTB_anc	334635	334636	0.86
MTB_anc	334636	334637	0.84
MTB_anc	334637	334638	0.83
MTB_anc	334638	334639	0.82
MTB_anc	334639	334640	0.8
MTB_anc	334640	334641	0.8
MTB_anc	334641	334642	0.8
MTB_anc	334642	334643	0.79
MTB_anc	334643	334644	0.78
MTB_anc	334644	334645	0.77
MTB_anc	334645	334646	0.76
MTB_anc	334646	334647	0.77
MTB_anc	334647	334648	0.78
MTB_anc	334648	334649	0.79
MTB_anc	334649	334650	0.8
MTB_anc	334650	334651	0.82
MTB_anc	334651	334652	0.83
MTB_anc	334652	334653	0.85
MTB_anc	334653	334654	0.86
MTB_anc	334654	334655	0.87
MTB_anc	334655	334661	0.89
MTB_anc	334661	334662	0.88
MTB_anc	334662	334663	0.87
MTB_anc	334663	334664	0.85
MTB_anc	334664	334665	0.84
MTB_anc	334665	334666	0.83
MTB_anc	334666	334667	0.81
MTB_anc	334667	334668	0.8
MTB_anc	334668	334669	0.79
MTB_anc	334669	334670	0.78
MTB_anc	334670	334671	0.77
MTB_anc	334671	334672	0.76
MTB_anc	334672	334673	0.75
MTB_anc	334673	334674	0.74
MTB_anc	334674	334675	0.73
MTB_anc	334675	334676	0.71
MTB_anc	334676	334677	0.7
MTB_anc	334677	334678	0.69
MTB_anc	334678	334686	0.68
MTB_anc	334686	334687	0.7
MTB_anc	334687	334688	0.71
MTB_anc	334688	334689	0.72
MTB_anc	334689	334690	0.74
MTB_anc	334690	334691	0.73
MTB_anc	334691	334696	0.72
MTB_anc	334696	334697	0.71
MTB_anc	334697	334698	0.7
MTB_anc	334698	334699	0.69
MTB_anc	334699	334700	0.68
MTB_anc	334700	334701	0.67
MTB_anc	334701	334702	0.66
MTB_anc	334702	334703	0.65
MTB_anc	334703	334704	0.64
MTB_anc	334704	334705	0.63
MTB_anc	334705	334706	0.62
MTB_anc	334706	334707	0.61
MTB_anc	334707	334708	0.6
MTB_anc	334708	334713	0.59
MTB_anc	334713	334714	0.59
MTB_anc	334714	334715	0.59
MTB_anc	334715	334716	0.6
MTB_anc	334716	334717	0.6
MTB_anc	334717	334718	0.61
MTB_anc	334718	334719	0.63
MTB_anc	334719	334720	0.64
MTB_anc	334720	334721	0.65
MTB_anc	334721	334722	0.66
MTB_anc	334722	334723	0.67
MTB_anc	334723	334724	0.68
MTB_anc	334724	334725	0.69
MTB_anc	334725	334726	0.7
MTB_anc	334726	334727	0.71
MTB_anc	334727	334728	0.72
MTB_anc	334728	334740	0.73
MTB_anc	334740	334741	0.74
MTB_anc	334741	334742	0.75
MTB_anc	334742	334743	0.76
MTB_anc	334743	334744	0.77
MTB_anc	334744	334745	0.78
MTB_anc	334745	334746	0.79
MTB_anc	334746	334747	0.8
MTB_anc	334747	334748	0.81
MTB_anc	334748	334749	0.82
MTB_anc	334749	334750	0.83
MTB_anc	334750	334751	0.84
MTB_anc	334751	334752	0.85
MTB_anc	334752	334753	0.86
MTB_anc	334753	334754	0.87
MTB_anc	334754	334755	0.88
MTB_anc	334755	334756	0.89
MTB_anc	334756	334757	0.9
MTB_anc	334757	334758	0.91
MTB_anc	334758	334759	0.92
MTB_anc	334759	334760	0.93
MTB_anc	334760	334761	0.94
MTB_anc	334761	334762	0.95
MTB_anc	334762	334763	0.96
MTB_anc	334763	334764	0.97
MTB_anc	334764	334765	0.98
MTB_anc	334765	334766	0.99
MTB_anc	334766	334877	1
MTB_anc	334877	334878	0.99
MTB_anc	334878	334879	0.98
MTB_anc	334879	334880	0.97
MTB_anc	334880	334888	0.96
MTB_anc	334888	334889	0.95
MTB_anc	334889	334927	0.94
MTB_anc	334927	334928	0.95
MTB_anc	334928	334929	0.96
MTB_anc	334929	334930	0.97
MTB_anc	334930	334938	0.98
MTB_anc	334938	334939	0.99
MTB_anc	334939	334956	1
MTB_anc	334956	335006	0.99
MTB_anc	335006	335163	1
MTB_anc	335163	335164	0.99
MTB_anc	335164	335165	0.98
MTB_anc	335165	335166	0.97
MTB_anc	335166	335167	0.96
MTB_anc	335167	335168	0.95
MTB_anc	335168	335213	0.94
MTB_anc	335213	335214	0.95
MTB_anc	335214	335215	0.96
MTB_anc	335215	335216	0.97
MTB_anc	335216	335217	0.98
MTB_anc	335217	335218	0.99
MTB_anc	335218	335508	1
MTB_anc	335508	335509	0.99
MTB_anc	335509	335510	0.98
MTB_anc	335510	335511	0.97
MTB_anc	335511	335512	0.96
MTB_anc	335512	335513	0.95
MTB_anc	335513	335514	0.94
MTB_anc	335514	335515	0.93
MTB_anc	335515	335518	0.92
MTB_anc	335518	335519	0.91
MTB_anc	335519	335558	0.9
MTB_anc	335558	335559	0.91
MTB_anc	335559	335560	0.92
MTB_anc	335560	335561	0.93
MTB_anc	335561	335562	0.94
MTB_anc	335562	335563	0.95
MTB_anc	335563	335564	0.96
MTB_anc	335564	335565	0.97
MTB_anc	335565	335568	0.98
MTB_anc	335568	335569	0.99
MTB_anc	335569	335765	1
MTB_anc	335765	335766	0.99
MTB_anc	335766	335767	0.98
MTB_anc	335767	335768	0.97
MTB_anc	335768	335769	0.96
MTB_anc	335769	335770	0.95
MTB_anc	335770	335771	0.94
MTB_anc	335771	335772	0.93
MTB_anc	335772	335773	0.92
MTB_anc	335773	335774	0.91
MTB_anc	335774	335775	0.9
MTB_anc	335775	335776	0.89
MTB_anc	335776	335777	0.88
MTB_anc	335777	335778	0.87
MTB_anc	335778	335779	0.86
MTB_anc	335779	335780	0.85
MTB_anc	335780	335781	0.84
MTB_anc	335781	335782	0.83
MTB_anc	335782	335783	0.82
MTB_anc	335783	335784	0.81
MTB_anc	335784	335785	0.8
MTB_anc	335785	335786	0.79
MTB_anc	335786	335787	0.78
MTB_anc	335787	335788	0.77
MTB_anc	335788	335789	0.76
MTB_anc	335789	335790	0.75
MTB_anc	335790	335791	0.74
MTB_anc	335791	335792	0.73
MTB_anc	335792	335793	0.72
MTB_anc	335793	335794	0.71
MTB_anc	335794	335795	0.7
MTB_anc	335795	335796	0.69
MTB_anc	335796	335797	0.68
MTB_anc	335797	335798	0.67
MTB_anc	335798	335799	0.66
MTB_anc	335799	335800	0.65
MTB_anc	335800	335801	0.64
MTB_anc	335801	335802	0.63
MTB_anc	335802	335803	0.62
MTB_anc	335803	335804	0.61
MTB_anc	335804	335805	0.6
MTB_anc	335805	335806	0.59
MTB_anc	335806	335807	0.58
MTB_anc	335807	335808	0.56
MTB_anc	335808	335809	0.55
MTB_anc	335809	335810	0.53
MTB_anc	335810	335811	0.52
MTB_anc	335811	335812	0.5
MTB_anc	335812	335813	0.49
MTB_anc	335813	335814	0.47
MTB_anc	335814	335815	0.45
MTB_anc	335815	335816	0.45
MTB_anc	335816	335817	0.45
MTB_anc	335817	335818	0.44
MTB_anc	335818	335819	0.44
MTB_anc	335819	335820	0.44
MTB_anc	335820	335821	0.43
MTB_anc	335821	335822	0.43
MTB_anc	335822	335825	0.43
MTB_anc	335825	335829	0.44
MTB_anc	335829	335830	0.44
MTB_anc	335830	335831	0.44
MTB_anc	335831	335832	0.43
MTB_anc	335832	335838	0.43
MTB_anc	335838	335857	0.43
MTB_anc	335857	335858	0.44
MTB_anc	335858	335859	0.44
MTB_anc	335859	335860	0.44
MTB_anc	335860	335861	0.45
MTB_anc	335861	335862	0.46
MTB_anc	335862	335863	0.46
MTB_anc	335863	335864	0.47
MTB_anc	335864	335865	0.48
MTB_anc	335865	335866	0.48
MTB_anc	335866	335867	0.48
MTB_anc	335867	335868	0.49
MTB_anc	335868	335869	0.49
MTB_anc	335869	335870	0.49
MTB_anc	335870	335875	0.5
MTB_anc	335875	335879	0.49
MTB_anc	335879	335880	0.49
MTB_anc	335880	335881	0.49
MTB_anc	335881	335882	0.5
MTB_anc	335882	335921	0.5
MTB_anc	335921	335922	0.5
MTB_anc	335922	335923	0.49
MTB_anc	335923	335924	0.49
MTB_anc	335924	335925	0.48
MTB_anc	335925	335926	0.48
MTB_anc	335926	335927	0.47
MTB_anc	335927	335928	0.47
MTB_anc	335928	335929	0.46
MTB_anc	335929	335930	0.46
MTB_anc	335930	335931	0.45
MTB_anc	335931	335932	0.45
MTB_anc	335932	335933	0.44
MTB_anc	335933	335934	0.44
MTB_anc	335934	335935	0.43
MTB_anc	335935	335936	0.42
MTB_anc	335936	335937	0.42
MTB_anc	335937	335941	0.42
MTB_anc	335941	335942	0.41
MTB_anc	335942	335943	0.41
MTB_anc	335943	335971	0.41
MTB_anc	335971	335972	0.41
MTB_anc	335972	335973	0.41
MTB_anc	335973	335974	0.42
MTB_anc	335974	335975	0.42
MTB_anc	335975	335976	0.43
MTB_anc	335976	335977	0.43
MTB_anc	335977	335978	0.44
MTB_anc	335978	335979	0.44
MTB_anc	335979	335980	0.46
MTB_anc	335980	335981	0.47
MTB_anc	335981	335982	0.49
MTB_anc	335982	335983	0.5
MTB_anc	335983	335984	0.52
MTB_anc	335984	335985	0.54
MTB_anc	335985	335986	0.55
MTB_anc	335986	335987	0.57
MTB_anc	335987	335988	0.58
MTB_anc	335988	335989	0.59
MTB_anc	335989	335990	0.6
MTB_anc	335990	335991	0.61
MTB_anc	335991	335992	0.62
MTB_anc	335992	335993	0.64
MTB_anc	335993	335994	0.65
MTB_anc	335994	335995	0.66
MTB_anc	335995	335996	0.67
MTB_anc	335996	335997	0.68
MTB_anc	335997	335998	0.69
MTB_anc	335998	335999	0.7
MTB_anc	335999	336011	0.71
MTB_anc	336011	336012	0.72
MTB_anc	336012	336016	0.73
MTB_anc	336016	336017	0.73
MTB_anc	336017	336018	0.72
MTB_anc	336018	336019	0.72
MTB_anc	336019	336020	0.73
MTB_anc	336020	336021	0.74
MTB_anc	336021	336022	0.75
MTB_anc	336022	336023	0.76
MTB_anc	336023	336024	0.77
MTB_anc	336024	336025	0.78
MTB_anc	336025	336026	0.79
MTB_anc	336026	336027	0.8
MTB_anc	336027	336028	0.81
MTB_anc	336028	336031	0.82
MTB_anc	336031	336032	0.81
MTB_anc	336032	336033	0.8
MTB_anc	336033	336034	0.79
MTB_anc	336034	336035	0.78
MTB_anc	336035	336036	0.77
MTB_anc	336036	336037	0.76
MTB_anc	336037	336038	0.75
MTB_anc	336038	336039	0.74
MTB_anc	336039	336040	0.73
MTB_anc	336040	336041	0.72
MTB_anc	336041	336042	0.71
MTB_anc	336042	336043	0.7
MTB_anc	336043	336044	0.69
MTB_anc	336044	336045	0.68
MTB_anc	336045	336046	0.67
MTB_anc	336046	336047	0.66
MTB_anc	336047	336048	0.65
MTB_anc	336048	336049	0.64
MTB_anc	336049	336061	0.63
MTB_anc	336061	336062	0.62
MTB_anc	336062	336066	0.61
MTB_anc	336066	336067	0.61
MTB_anc	336067	336068	0.62
MTB_anc	336068	336069	0.62
MTB_anc	336069	336070	0.61
MTB_anc	336070	336071	0.6
MTB_anc	336071	336072	0.59
MTB_anc	336072	336073	0.58
MTB_anc	336073	336074	0.57
MTB_anc	336074	336075	0.56
MTB_anc	336075	336076	0.55
MTB_anc	336076	336077	0.54
MTB_anc	336077	336078	0.53
MTB_anc	336078	336079	0.52
MTB_anc	336079	336080	0.51
MTB_anc	336080	336106	0.5
MTB_anc	336106	336116	0.5
MTB_anc	336116	336117	0.51
MTB_anc	336117	336118	0.52
MTB_anc	336118	336119	0.53
MTB_anc	336119	336120	0.54
MTB_anc	336120	336121	0.55
MTB_anc	336121	336122	0.56
MTB_anc	336122	336123	0.57
MTB_anc	336123	336124	0.58
MTB_anc	336124	336125	0.59
MTB_anc	336125	336126	0.6
MTB_anc	336126	336127	0.61
MTB_anc	336127	336128	0.62
MTB_anc	336128	336129	0.63
MTB_anc	336129	336130	0.64
MTB_anc	336130	336131	0.65
MTB_anc	336131	336132	0.66
MTB_anc	336132	336133	0.67
MTB_anc	336133	336134	0.68
MTB_anc	336134	336135	0.69
MTB_anc	336135	336136	0.7
MTB_anc	336136	336137	0.71
MTB_anc	336137	336138	0.72
MTB_anc	336138	336139	0.73
MTB_anc	336139	336140	0.74
MTB_anc	336140	336141	0.75
MTB_anc	336141	336142	0.76
MTB_anc	336142	336143	0.77
MTB_anc	336143	336144	0.78
MTB_anc	336144	336145	0.79
MTB_anc	336145	336146	0.8
MTB_anc	336146	336147	0.81
MTB_anc	336147	336148	0.82
MTB_anc	336148	336149	0.83
MTB_anc	336149	336150	0.84
MTB_anc	336150	336151	0.85
MTB_anc	336151	336152	0.86
MTB_anc	336152	336153	0.87
MTB_anc	336153	336154	0.88
MTB_anc	336154	336155	0.89
MTB_anc	336155	336156	0.9
MTB_anc	336156	336157	0.91
MTB_anc	336157	336158	0.92
MTB_anc	336158	336159	0.93
MTB_anc	336159	336160	0.94
MTB_anc	336160	336161	0.95
MTB_anc	336161	336162	0.96
MTB_anc	336162	336163	0.97
MTB_anc	336163	336164	0.98
MTB_anc	336164	336165	0.99
MTB_anc	336165	336178	1
MTB_anc	336178	336184	0.99
MTB_anc	336184	336185	0.98
MTB_anc	336185	336228	0.97
MTB_anc	336228	336234	0.98
MTB_anc	336234	336235	0.99
MTB_anc	336235	336236	1
MTB_anc	336236	336237	0.99
MTB_anc	336237	336238	0.98
MTB_anc	336238	336239	0.97
MTB_anc	336239	336240	0.96
MTB_anc	336240	336241	0.95
MTB_anc	336241	336242	0.94
MTB_anc	336242	336243	0.93
MTB_anc	336243	336244	0.92
MTB_anc	336244	336245	0.91
MTB_anc	336245	336246	0.9
MTB_anc	336246	336247	0.89
MTB_anc	336247	336248	0.88
MTB_anc	336248	336249	0.87
MTB_anc	336249	336250	0.86
MTB_anc	336250	336251	0.85
MTB_anc	336251	336252	0.84
MTB_anc	336252	336253	0.83
MTB_anc	336253	336254	0.82
MTB_anc	336254	336255	0.81
MTB_anc	336255	336256	0.8
MTB_anc	336256	336257	0.79
MTB_anc	336257	336258	0.78
MTB_anc	336258	336259	0.77
MTB_anc	336259	336260	0.76
MTB_anc	336260	336261	0.75
MTB_anc	336261	336262	0.74
MTB_anc	336262	336263	0.73
MTB_anc	336263	336264	0.72
MTB_anc	336264	336265	0.71
MTB_anc	336265	336266	0.7
MTB_anc	336266	336267	0.69
MTB_anc	336267	336268	0.68
MTB_anc	336268	336269	0.67
MTB_anc	336269	336270	0.66
MTB_anc	336270	336271	0.65
MTB_anc	336271	336272	0.64
MTB_anc	336272	336273	0.63
MTB_anc	336273	336274	0.62
MTB_anc	336274	336275	0.61
MTB_anc	336275	336276	0.6
MTB_anc	336276	336277	0.59
MTB_anc	336277	336278	0.58
MTB_anc	336278	336279	0.57
MTB_anc	336279	336280	0.56
MTB_anc	336280	336281	0.55
MTB_anc	336281	336282	0.54
MTB_anc	336282	336283	0.53
MTB_anc	336283	336284	0.52
MTB_anc	336284	336285	0.51
MTB_anc	336285	336337	0.5
MTB_anc	336337	336338	0.51
MTB_anc	336338	336339	0.52
MTB_anc	336339	336340	0.53
MTB_anc	336340	336341	0.54
MTB_anc	336341	336342	0.55
MTB_anc	336342	336343	0.56
MTB_anc	336343	336344	0.57
MTB_anc	336344	336345	0.58
MTB_anc	336345	336346	0.59
MTB_anc	336346	336347	0.6
MTB_anc	336347	336348	0.61
MTB_anc	336348	336349	0.62
MTB_anc	336349	336350	0.63
MTB_anc	336350	336351	0.64
MTB_anc	336351	336352	0.65
MTB_anc	336352	336353	0.66
MTB_anc	336353	336354	0.67
MTB_anc	336354	336355	0.68
MTB_anc	336355	336356	0.69
MTB_anc	336356	336357	0.7
MTB_anc	336357	336358	0.71
MTB_anc	336358	336359	0.72
MTB_anc	336359	336360	0.73
MTB_anc	336360	336361	0.74
MTB_anc	336361	336362	0.75
MTB_anc	336362	336363	0.76
MTB_anc	336363	336364	0.77
MTB_anc	336364	336365	0.78
MTB_anc	336365	336366	0.79
MTB_anc	336366	336367	0.8
MTB_anc	336367	336368	0.81
MTB_anc	336368	336369	0.82
MTB_anc	336369	336370	0.83
MTB_anc	336370	336371	0.84
MTB_anc	336371	336372	0.85
MTB_anc	336372	336373	0.86
MTB_anc	336373	336374	0.87
MTB_anc	336374	336375	0.88
MTB_anc	336375	336376	0.89
MTB_anc	336376	336377	0.9
MTB_anc	336377	336378	0.91
MTB_anc	336378	336379	0.92
MTB_anc	336379	336380	0.93
MTB_anc	336380	336381	0.94
MTB_anc	336381	336382	0.95
MTB_anc	336382	336383	0.96
MTB_anc	336383	336384	0.97
MTB_anc	336384	336385	0.98
MTB_anc	336385	336386	0.99
MTB_anc	336386	336622	1
MTB_anc	336622	336623	0.99
MTB_anc	336623	336624	0.98
MTB_anc	336624	336625	0.97
MTB_anc	336625	336626	0.96
MTB_anc	336626	336627	0.95
MTB_anc	336627	336628	0.94
MTB_anc	336628	336629	0.93
MTB_anc	336629	336630	0.91
MTB_anc	336630	336631	0.9
MTB_anc	336631	336632	0.88
MTB_anc	336632	336633	0.87
MTB_anc	336633	336634	0.85
MTB_anc	336634	336635	0.84
MTB_anc	336635	336636	0.83
MTB_anc	336636	336637	0.83
MTB_anc	336637	336672	0.81
MTB_anc	336672	336673	0.82
MTB_anc	336673	336674	0.83
MTB_anc	336674	336675	0.84
MTB_anc	336675	336676	0.85
MTB_anc	336676	336677	0.86
MTB_anc	336677	336678	0.87
MTB_anc	336678	336679	0.89
MTB_anc	336679	336680	0.9
MTB_anc	336680	336681	0.92
MTB_anc	336681	336682	0.93
MTB_anc	336682	336683	0.95
MTB_anc	336683	336684	0.96
MTB_anc	336684	336685	0.97
MTB_anc	336685	336687	0.99
MTB_anc	336687	336905	1
MTB_anc	336905	336906	0.99
MTB_anc	336906	336907	0.98
MTB_anc	336907	336908	0.97
MTB_anc	336908	336909	0.95
MTB_anc	336909	336910	0.94
MTB_anc	336910	336911	0.93
MTB_anc	336911	336912	0.92
MTB_anc	336912	336913	0.91
MTB_anc	336913	336914	0.9
MTB_anc	336914	336915	0.89
MTB_anc	336915	336916	0.88
MTB_anc	336916	336917	0.87
MTB_anc	336917	336918	0.86
MTB_anc	336918	336919	0.85
MTB_anc	336919	336955	0.84
MTB_anc	336955	336956	0.85
MTB_anc	336956	336957	0.86
MTB_anc	336957	336958	0.87
MTB_anc	336958	336959	0.89
MTB_anc	336959	336960	0.9
MTB_anc	336960	336961	0.91
MTB_anc	336961	336962	0.92
MTB_anc	336962	336963	0.93
MTB_anc	336963	336964	0.94
MTB_anc	336964	336965	0.95
MTB_anc	336965	336966	0.96
MTB_anc	336966	336967	0.97
MTB_anc	336967	336968	0.98
MTB_anc	336968	336969	0.99
MTB_anc	336969	337493	1
MTB_anc	337493	337494	0.99
MTB_anc	337494	337495	0.98
MTB_anc	337495	337496	0.97
MTB_anc	337496	337497	0.96
MTB_anc	337497	337498	0.95
MTB_anc	337498	337499	0.94
MTB_anc	337499	337500	0.93
MTB_anc	337500	337501	0.92
MTB_anc	337501	337502	0.91
MTB_anc	337502	337503	0.9
MTB_anc	337503	337504	0.88
MTB_anc	337504	337507	0.87
MTB_anc	337507	337508	0.86
MTB_anc	337508	337509	0.85
MTB_anc	337509	337510	0.84
MTB_anc	337510	337511	0.83
MTB_anc	337511	337512	0.82
MTB_anc	337512	337513	0.8
MTB_anc	337513	337514	0.79
MTB_anc	337514	337515	0.78
MTB_anc	337515	337516	0.77
MTB_anc	337516	337517	0.75
MTB_anc	337517	337518	0.74
MTB_anc	337518	337519	0.72
MTB_anc	337519	337520	0.71
MTB_anc	337520	337521	0.69
MTB_anc	337521	337522	0.68
MTB_anc	337522	337523	0.67
MTB_anc	337523	337524	0.66
MTB_anc	337524	337525	0.65
MTB_anc	337525	337526	0.64
MTB_anc	337526	337527	0.63
MTB_anc	337527	337528	0.62
MTB_anc	337528	337529	0.61
MTB_anc	337529	337530	0.6
MTB_anc	337530	337531	0.59
MTB_anc	337531	337532	0.58
MTB_anc	337532	337533	0.57
MTB_anc	337533	337534	0.56
MTB_anc	337534	337535	0.55
MTB_anc	337535	337536	0.54
MTB_anc	337536	337537	0.53
MTB_anc	337537	337538	0.52
MTB_anc	337538	337539	0.51
MTB_anc	337539	337540	0.5
MTB_anc	337540	337541	0.49
MTB_anc	337541	337542	0.48
MTB_anc	337542	337543	0.47
MTB_anc	337543	337545	0.47
MTB_anc	337545	337547	0.47
MTB_anc	337547	337549	0.47
MTB_anc	337549	337551	0.46
MTB_anc	337551	337552	0.46
MTB_anc	337552	337553	0.47
MTB_anc	337553	337555	0.47
MTB_anc	337555	337556	0.46
MTB_anc	337556	337558	0.45
MTB_anc	337558	337559	0.45
MTB_anc	337559	337560	0.44
MTB_anc	337560	337561	0.45
MTB_anc	337561	337562	0.45
MTB_anc	337562	337563	0.45
MTB_anc	337563	337565	0.46
MTB_anc	337565	337566	0.46
MTB_anc	337566	337567	0.46
MTB_anc	337567	337568	0.47
MTB_anc	337568	337569	0.47
MTB_anc	337569	337570	0.49
MTB_anc	337570	337571	0.5
MTB_anc	337571	337572	0.52
MTB_anc	337572	337573	0.53
MTB_anc	337573	337574	0.54
MTB_anc	337574	337575	0.55
MTB_anc	337575	337576	0.56
MTB_anc	337576	337577	0.57
MTB_anc	337577	337578	0.58
MTB_anc	337578	337579	0.59
MTB_anc	337579	337580	0.6
MTB_anc	337580	337581	0.61
MTB_anc	337581	337582	0.62
MTB_anc	337582	337583	0.63
MTB_anc	337583	337584	0.64
MTB_anc	337584	337585	0.65
MTB_anc	337585	337586	0.66
MTB_anc	337586	337587	0.67
MTB_anc	337587	337588	0.68
MTB_anc	337588	337589	0.69
MTB_anc	337589	337590	0.7
MTB_anc	337590	337591	0.71
MTB_anc	337591	337592	0.72
MTB_anc	337592	337593	0.73
MTB_anc	337593	337594	0.74
MTB_anc	337594	337595	0.75
MTB_anc	337595	337596	0.76
