#CHROM	FROM	TO	RLC_tag
MTB_anc	3843535	3843536	!RLC
MTB_anc	3843695	3843696	!RLC
MTB_anc	3843703	3843704	!RLC
MTB_anc	3843713	3843714	!RLC
MTB_anc	3843748	3843749	!RLC
MTB_anc	3843750	3843753	!RLC
MTB_anc	3843759	3843760	!RLC
MTB_anc	3844681	3844756	!RLC
MTB_anc	3845970	3847214	!RLC
MTB_anc	3847700	3847711	!RLC
MTB_anc	3862570	3862575	!RLC
MTB_anc	3862576	3862578	!RLC
MTB_anc	3873526	3873540	!RLC
MTB_anc	3878561	3878637	!RLC
MTB_anc	3883794	3883815	!RLC
MTB_anc	3883818	3884835	!RLC
MTB_anc	3890775	3892136	!RLC
MTB_anc	3926568	3930714	!RLC
MTB_anc	3931004	3936710	!RLC
MTB_anc	3939616	3944963	!RLC
MTB_anc	3945413	3945417	!RLC
MTB_anc	3945793	3950263	!RLC
MTB_anc	3950927	3951150	!RLC
MTB_anc	3998607	3998613	!RLC
MTB_anc	3998824	3998868	!RLC
MTB_anc	3998879	3998880	!RLC
MTB_anc	4031821	4031838	!RLC
MTB_anc	4031924	4031943	!RLC
MTB_anc	4031955	4032014	!RLC
MTB_anc	4032019	4032024	!RLC
MTB_anc	4032382	4032639	!RLC
MTB_anc	4036846	4037194	!RLC
MTB_anc	4037349	4037350	!RLC
MTB_anc	4037353	4037354	!RLC
MTB_anc	4037446	4037497	!RLC
MTB_anc	4038844	4038845	!RLC
MTB_anc	4038846	4038882	!RLC
MTB_anc	4052949	4053603	!RLC
MTB_anc	4094066	4094346	!RLC
MTB_anc	4120925	4120926	!RLC
MTB_anc	4120955	4121197	!RLC
MTB_anc	4139502	4139566	!RLC
MTB_anc	4139567	4139569	!RLC
MTB_anc	4155459	4155516	!RLC
MTB_anc	4155525	4155582	!RLC
MTB_anc	4156828	4156857	!RLC
MTB_anc	4168470	4168482	!RLC
MTB_anc	4175392	4175410	!RLC
MTB_anc	4201240	4201294	!RLC
MTB_anc	4231319	4232393	!RLC
MTB_anc	4253022	4253024	!RLC
MTB_anc	4253116	4254170	!RLC
MTB_anc	4318423	4319123	!RLC
MTB_anc	4340937	4340993	!RLC
MTB_anc	4353179	4353460	!RLC
MTB_anc	4353839	4353891	!RLC
MTB_anc	4359134	4359135	!RLC
MTB_anc	4361058	4361100	!RLC
MTB_anc	4368618	4368637	!RLC
MTB_anc	4369564	4369624	!RLC
